country,variant,freq,year,crudedeathrateper1000population
72,estimates,5yearly,1950,18.808
72,estimates,5yearly,1955,17.355
72,estimates,5yearly,1960,15.637
72,estimates,5yearly,1965,14.036
72,estimates,5yearly,1970,11.998
72,estimates,5yearly,1975,9.901
72,estimates,5yearly,1980,8.339
72,estimates,5yearly,1985,7.489
72,estimates,5yearly,1990,8.391
72,estimates,5yearly,1995,12.79
72,estimates,5yearly,2000,14.567
72,estimates,5yearly,2005,10.777
72,estimates,5yearly,2010,8.149
72,constant_fertility,5yearly,2015,6.288
72,constant_mortality,5yearly,2015,8.59
72,high_variant,5yearly,2015,6.291
72,instant_replacement,5yearly,2015,6.196
72,low_variant,5yearly,2015,6.226
72,medium_variant,5yearly,2015,6.259
72,momentum,5yearly,2015,8.528
72,no_change,5yearly,2015,8.624
72,zero_migration,5yearly,2015,6.262
72,constant_fertility,5yearly,2020,5.931
72,constant_mortality,5yearly,2020,9.055
72,high_variant,5yearly,2020,5.926
72,instant_replacement,5yearly,2020,5.997
72,low_variant,5yearly,2020,5.945
72,medium_variant,5yearly,2020,5.935
72,momentum,5yearly,2020,9.143
72,no_change,5yearly,2020,9.051
72,zero_migration,5yearly,2020,5.948
72,constant_fertility,5yearly,2025,5.865
72,constant_mortality,5yearly,2025,9.568
72,high_variant,5yearly,2025,5.856
72,instant_replacement,5yearly,2025,6.096
72,low_variant,5yearly,2025,6.044
72,medium_variant,5yearly,2025,5.947
72,momentum,5yearly,2025,9.763
72,no_change,5yearly,2025,9.46
72,zero_migration,5yearly,2025,5.973
72,constant_fertility,5yearly,2030,5.959
72,constant_mortality,5yearly,2030,10.165
72,high_variant,5yearly,2030,5.955
72,instant_replacement,5yearly,2030,6.352
72,low_variant,5yearly,2030,6.368
72,medium_variant,5yearly,2030,6.151
72,momentum,5yearly,2030,10.418
72,no_change,5yearly,2030,9.899
72,zero_migration,5yearly,2030,6.195
72,constant_fertility,5yearly,2035,6.154
72,constant_mortality,5yearly,2035,10.849
72,high_variant,5yearly,2035,6.185
72,instant_replacement,5yearly,2035,6.711
72,low_variant,5yearly,2035,6.836
72,medium_variant,5yearly,2035,6.489
72,momentum,5yearly,2035,11.114
72,no_change,5yearly,2035,10.371
72,zero_migration,5yearly,2035,6.554
72,constant_fertility,5yearly,2040,6.401
72,constant_mortality,5yearly,2040,11.612
72,high_variant,5yearly,2040,6.493
72,instant_replacement,5yearly,2040,7.152
72,low_variant,5yearly,2040,7.419
72,medium_variant,5yearly,2040,6.919
72,momentum,5yearly,2040,11.849
72,no_change,5yearly,2040,10.867
72,zero_migration,5yearly,2040,7.004
72,constant_fertility,5yearly,2045,6.682
72,constant_mortality,5yearly,2045,12.467
72,high_variant,5yearly,2045,6.855
72,instant_replacement,5yearly,2045,7.688
72,low_variant,5yearly,2045,8.133
72,medium_variant,5yearly,2045,7.437
72,momentum,5yearly,2045,12.654
72,no_change,5yearly,2045,11.389
72,zero_migration,5yearly,2045,7.543
72,constant_fertility,5yearly,2050,6.95
72,constant_mortality,5yearly,2050,13.403
72,high_variant,5yearly,2050,7.225
72,instant_replacement,5yearly,2050,8.275
72,low_variant,5yearly,2050,8.95
72,medium_variant,5yearly,2050,8.004
72,momentum,5yearly,2050,13.502
72,no_change,5yearly,2050,11.92
72,zero_migration,5yearly,2050,8.132
72,constant_fertility,5yearly,2055,7.223
72,constant_mortality,5yearly,2055,14.352
72,high_variant,5yearly,2055,7.626
72,instant_replacement,5yearly,2055,8.928
72,low_variant,5yearly,2055,9.912
72,medium_variant,5yearly,2055,8.648
72,momentum,5yearly,2055,14.327
72,no_change,5yearly,2055,12.394
72,zero_migration,5yearly,2055,8.797
72,constant_fertility,5yearly,2060,7.474
72,constant_mortality,5yearly,2060,15.206
72,high_variant,5yearly,2060,8.032
72,instant_replacement,5yearly,2060,9.597
72,low_variant,5yearly,2060,10.976
72,medium_variant,5yearly,2060,9.332
72,momentum,5yearly,2060,15.023
72,no_change,5yearly,2060,12.721
72,zero_migration,5yearly,2060,9.5
72,constant_fertility,5yearly,2065,7.629
72,constant_mortality,5yearly,2065,15.877
72,high_variant,5yearly,2065,8.365
72,instant_replacement,5yearly,2065,10.176
72,low_variant,5yearly,2065,12.035
72,medium_variant,5yearly,2065,9.96
72,momentum,5yearly,2065,15.481
72,no_change,5yearly,2065,12.848
72,zero_migration,5yearly,2065,10.138
72,constant_fertility,5yearly,2070,7.631
72,constant_mortality,5yearly,2070,16.369
72,high_variant,5yearly,2070,8.555
72,instant_replacement,5yearly,2070,10.567
72,low_variant,5yearly,2070,12.966
72,medium_variant,5yearly,2070,10.438
72,momentum,5yearly,2070,15.704
72,no_change,5yearly,2070,12.815
72,zero_migration,5yearly,2070,10.613
72,constant_fertility,5yearly,2075,7.503
72,constant_mortality,5yearly,2075,16.782
72,high_variant,5yearly,2075,8.61
72,instant_replacement,5yearly,2075,10.775
72,low_variant,5yearly,2075,13.752
72,medium_variant,5yearly,2075,10.764
72,momentum,5yearly,2075,15.805
72,no_change,5yearly,2075,12.723
72,zero_migration,5yearly,2075,10.928
72,constant_fertility,5yearly,2080,7.319
72,constant_mortality,5yearly,2080,17.217
72,high_variant,5yearly,2080,8.605
72,instant_replacement,5yearly,2080,10.871
72,low_variant,5yearly,2080,14.468
72,medium_variant,5yearly,2080,11.014
72,momentum,5yearly,2080,15.885
72,no_change,5yearly,2080,12.66
72,zero_migration,5yearly,2080,11.17
72,constant_fertility,5yearly,2085,7.159
72,constant_mortality,5yearly,2085,17.703
72,high_variant,5yearly,2085,8.633
72,instant_replacement,5yearly,2085,10.936
72,low_variant,5yearly,2085,15.22
72,medium_variant,5yearly,2085,11.286
72,momentum,5yearly,2085,15.963
72,no_change,5yearly,2085,12.659
72,zero_migration,5yearly,2085,11.447
72,constant_fertility,5yearly,2090,7.055
72,constant_mortality,5yearly,2090,18.189
72,high_variant,5yearly,2090,8.733
72,instant_replacement,5yearly,2090,10.99
72,low_variant,5yearly,2090,16.03
72,medium_variant,5yearly,2090,11.619
72,momentum,5yearly,2090,15.996
72,no_change,5yearly,2090,12.702
72,zero_migration,5yearly,2090,11.798
72,constant_fertility,5yearly,2095,6.995
72,constant_mortality,5yearly,2095,18.578
72,high_variant,5yearly,2095,8.89
72,instant_replacement,5yearly,2095,10.987
72,low_variant,5yearly,2095,16.797
72,medium_variant,5yearly,2095,11.972
72,momentum,5yearly,2095,15.947
72,no_change,5yearly,2095,12.746
72,zero_migration,5yearly,2095,12.172
72,constant_fertility,5yearly,Regi,Botswana
72,constant_mortality,5yearly,Regi,Botswana
72,estimates,5yearly,Regi,Botswana
72,high_variant,5yearly,Regi,Botswana
72,instant_replacement,5yearly,Regi,Botswana
72,low_variant,5yearly,Regi,Botswana
72,medium_variant,5yearly,Regi,Botswana
72,momentum,5yearly,Regi,Botswana
72,no_change,5yearly,Regi,Botswana
72,zero_migration,5yearly,Regi,Botswana
