country,variant,freq,year,crudedeathrateper1000population
434,estimates,5yearly,1950,30.593
434,estimates,5yearly,1955,27.602
434,estimates,5yearly,1960,20.042
434,estimates,5yearly,1965,15.178
434,estimates,5yearly,1970,11.376
434,estimates,5yearly,1975,8.464
434,estimates,5yearly,1980,6.509
434,estimates,5yearly,1985,5.559
434,estimates,5yearly,1990,4.876
434,estimates,5yearly,1995,4.75
434,estimates,5yearly,2000,4.764
434,estimates,5yearly,2005,4.678
434,estimates,5yearly,2010,5.159
434,constant_fertility,5yearly,2015,5.211
434,constant_mortality,5yearly,2015,5.451
434,high_variant,5yearly,2015,5.216
434,instant_replacement,5yearly,2015,5.189
434,low_variant,5yearly,2015,5.175
434,medium_variant,5yearly,2015,5.195
434,momentum,5yearly,2015,5.444
434,no_change,5yearly,2015,5.472
434,zero_migration,5yearly,2015,5.194
434,constant_fertility,5yearly,2020,5.31
434,constant_mortality,5yearly,2020,5.823
434,high_variant,5yearly,2020,5.303
434,instant_replacement,5yearly,2020,5.344
434,low_variant,5yearly,2020,5.351
434,medium_variant,5yearly,2020,5.327
434,momentum,5yearly,2020,5.839
434,no_change,5yearly,2020,5.818
434,zero_migration,5yearly,2020,5.323
434,constant_fertility,5yearly,2025,5.576
434,constant_mortality,5yearly,2025,6.411
434,high_variant,5yearly,2025,5.555
434,instant_replacement,5yearly,2025,5.669
434,low_variant,5yearly,2025,5.778
434,medium_variant,5yearly,2025,5.663
434,momentum,5yearly,2025,6.413
434,no_change,5yearly,2025,6.334
434,zero_migration,5yearly,2025,5.656
434,constant_fertility,5yearly,2030,6.025
434,constant_mortality,5yearly,2030,7.275
434,high_variant,5yearly,2030,5.995
434,instant_replacement,5yearly,2030,6.184
434,low_variant,5yearly,2030,6.466
434,medium_variant,5yearly,2030,6.219
434,momentum,5yearly,2030,7.226
434,no_change,5yearly,2030,7.082
434,zero_migration,5yearly,2030,6.206
434,constant_fertility,5yearly,2035,6.656
434,constant_mortality,5yearly,2035,8.428
434,high_variant,5yearly,2035,6.633
434,instant_replacement,5yearly,2035,6.89
434,low_variant,5yearly,2035,7.404
434,medium_variant,5yearly,2035,6.993
434,momentum,5yearly,2035,8.285
434,no_change,5yearly,2035,8.067
434,zero_migration,5yearly,2035,6.974
434,constant_fertility,5yearly,2040,7.422
434,constant_mortality,5yearly,2040,9.816
434,high_variant,5yearly,2040,7.418
434,instant_replacement,5yearly,2040,7.752
434,low_variant,5yearly,2040,8.572
434,medium_variant,5yearly,2040,7.949
434,momentum,5yearly,2040,9.536
434,no_change,5yearly,2040,9.223
434,zero_migration,5yearly,2040,7.922
434,constant_fertility,5yearly,2045,8.252
