region,variant,freq,year,mortality15to60per1000aliveat15
1500,estimates,5yearly,1950,529.264015710182
1500,estimates,5yearly,1955,490.585458281657
1500,estimates,5yearly,1960,465.667887072222
1500,estimates,5yearly,1965,438.865502524734
1500,estimates,5yearly,1970,411.471695969266
1500,estimates,5yearly,1975,385.995855957953
1500,estimates,5yearly,1980,367.402433539592
1500,estimates,5yearly,1985,353.926482078683
1500,estimates,5yearly,1990,365.389408664097
1500,estimates,5yearly,1995,379.433244012589
1500,estimates,5yearly,2000,368.605523951602
1500,estimates,5yearly,2005,316.118611402478
1500,estimates,5yearly,2010,267.879559801376
1500,medium_variant,5yearly,2015,237.946761238965
1500,medium_variant,5yearly,2020,220.784804094726
1500,medium_variant,5yearly,2025,203.965065147899
1500,medium_variant,5yearly,2030,188.318573621618
1500,medium_variant,5yearly,2035,174.152348764507
1500,medium_variant,5yearly,2040,161.948822047865
1500,medium_variant,5yearly,2045,151.041687403002
1500,medium_variant,5yearly,2050,141.586140983922
1500,medium_variant,5yearly,2055,133.176692476441
1500,medium_variant,5yearly,2060,125.295123863819
1500,medium_variant,5yearly,2065,118.049233520253
1500,medium_variant,5yearly,2070,111.304963776104
1500,medium_variant,5yearly,2075,105.152531984685
1500,medium_variant,5yearly,2080,99.3176117756004
1500,medium_variant,5yearly,2085,93.7991398204402
1500,medium_variant,5yearly,2090,88.4985277615095
1500,medium_variant,5yearly,2095,83.4035044214033
1500,estimates,5yearly,Regi,Low-income countries
1500,medium_variant,5yearly,Regi,Low-income countries
