region,year,variant,gender,freq,agebroad,totaldeaths
914,1950,estimates,female,5yearly,"Region, subregion, country or area *",Western Africa
914,1950,estimates,male,5yearly,"Region, subregion, country or area *",Western Africa
914,1950,estimates,female,5yearly,0_4,2762.359
914,1950,estimates,male,5yearly,0_4,3134.89
914,1950,estimates,female,5yearly,0_14,3199.667
914,1950,estimates,male,5yearly,0_14,3573.924
914,1950,estimates,female,5yearly,0_19,3358.336
914,1950,estimates,male,5yearly,0_19,3740.018
914,1950,estimates,female,5yearly,0_24,3539.73
914,1950,estimates,male,5yearly,0_24,3939.907
914,1950,estimates,female,5yearly,5_14,437.308
914,1950,estimates,male,5yearly,5_14,439.034
914,1950,estimates,female,5yearly,15plus,2204.082
914,1950,estimates,male,5yearly,15plus,2268.571
914,1950,estimates,female,5yearly,15_24,340.063
914,1950,estimates,male,5yearly,15_24,365.983
914,1950,estimates,female,5yearly,15_49,1054.298
914,1950,estimates,male,5yearly,15_49,1163.782
914,1950,estimates,female,5yearly,15_59,1327.338
914,1950,estimates,male,5yearly,15_59,1488.675
914,1950,estimates,female,5yearly,15_64,1506.701
914,1950,estimates,male,5yearly,15_64,1672.719
914,1950,estimates,female,5yearly,20plus,2045.413
914,1950,estimates,male,5yearly,20plus,2102.477
914,1950,estimates,female,5yearly,20_64,1348.032
914,1950,estimates,male,5yearly,20_64,1506.625
914,1950,estimates,female,5yearly,20_69,1550.404
914,1950,estimates,male,5yearly,20_69,1696.832
914,1950,estimates,female,5yearly,25plus,1864.019
914,1950,estimates,male,5yearly,25plus,1902.588
914,1950,estimates,female,5yearly,25_69,1369.01
914,1950,estimates,male,5yearly,25_69,1496.943
914,1950,estimates,female,5yearly,40plus,1391.269
914,1950,estimates,male,5yearly,40plus,1403.57
914,1950,estimates,female,5yearly,50plus,1149.784
914,1950,estimates,male,5yearly,50plus,1104.789
914,1950,estimates,female,5yearly,60plus,876.744
914,1950,estimates,male,5yearly,60plus,779.896
914,1950,estimates,female,5yearly,65plus,697.381
914,1950,estimates,male,5yearly,65plus,595.852
914,1950,estimates,female,5yearly,70plus,495.009
914,1950,estimates,male,5yearly,70plus,405.645
914,1950,estimates,female,5yearly,80plus,128.861
914,1950,estimates,male,5yearly,80plus,93.972
914,1950,estimates,female,5yearly,90plus,4.436
914,1950,estimates,male,5yearly,90plus,2.857
914,1955,estimates,female,5yearly,"Region, subregion, country or area *",Western Africa
914,1955,estimates,male,5yearly,"Region, subregion, country or area *",Western Africa
914,1955,estimates,female,5yearly,0_4,2837.085
914,1955,estimates,male,5yearly,0_4,3211.372
914,1955,estimates,female,5yearly,0_14,3279.039
914,1955,estimates,male,5yearly,0_14,3654.335
914,1955,estimates,female,5yearly,0_19,3442.132
914,1955,estimates,male,5yearly,0_19,3824.786
914,1955,estimates,female,5yearly,0_24,3626.962
914,1955,estimates,male,5yearly,0_24,4026.964
914,1955,estimates,female,5yearly,5_14,441.954
914,1955,estimates,male,5yearly,5_14,442.963
914,1955,estimates,female,5yearly,15plus,2191.41
914,1955,estimates,male,5yearly,15plus,2274.523
914,1955,estimates,female,5yearly,15_24,347.923
914,1955,estimates,male,5yearly,15_24,372.629
914,1955,estimates,female,5yearly,15_49,1074.075
914,1955,estimates,male,5yearly,15_49,1182.232
914,1955,estimates,female,5yearly,15_59,1352.235
914,1955,estimates,male,5yearly,15_59,1513.272
914,1955,estimates,female,5yearly,15_64,1537.225
914,1955,estimates,male,5yearly,15_64,1702.158
914,1955,estimates,female,5yearly,20plus,2028.317
914,1955,estimates,male,5yearly,20plus,2104.072
914,1955,estimates,female,5yearly,20_64,1374.132
914,1955,estimates,male,5yearly,20_64,1531.707
914,1955,estimates,female,5yearly,20_69,1578.286
914,1955,estimates,male,5yearly,20_69,1723.277
914,1955,estimates,female,5yearly,25plus,1843.487
914,1955,estimates,male,5yearly,25plus,1901.894
914,1955,estimates,female,5yearly,25_69,1393.456
914,1955,estimates,male,5yearly,25_69,1521.099
914,1955,estimates,female,5yearly,40plus,1366.45
914,1955,estimates,male,5yearly,40plus,1400.178
914,1955,estimates,female,5yearly,50plus,1117.335
914,1955,estimates,male,5yearly,50plus,1092.291
914,1955,estimates,female,5yearly,60plus,839.175
914,1955,estimates,male,5yearly,60plus,761.251
914,1955,estimates,female,5yearly,65plus,654.185
914,1955,estimates,male,5yearly,65plus,572.365
914,1955,estimates,female,5yearly,70plus,450.031
914,1955,estimates,male,5yearly,70plus,380.795
914,1955,estimates,female,5yearly,80plus,108.026
914,1955,estimates,male,5yearly,80plus,83.411
914,1955,estimates,female,5yearly,90plus,4.601
914,1955,estimates,male,5yearly,90plus,2.981
914,1960,estimates,female,5yearly,"Region, subregion, country or area *",Western Africa
914,1960,estimates,male,5yearly,"Region, subregion, country or area *",Western Africa
914,1960,estimates,female,5yearly,0_4,2919.898
914,1960,estimates,male,5yearly,0_4,3306.169
914,1960,estimates,female,5yearly,0_14,3370.428
914,1960,estimates,male,5yearly,0_14,3758.523
914,1960,estimates,female,5yearly,0_19,3535.488
914,1960,estimates,male,5yearly,0_19,3931.345
914,1960,estimates,female,5yearly,0_24,3724.908
914,1960,estimates,male,5yearly,0_24,4138.189
914,1960,estimates,female,5yearly,5_14,450.53
914,1960,estimates,male,5yearly,5_14,452.354
914,1960,estimates,female,5yearly,15plus,2234.64
914,1960,estimates,male,5yearly,15plus,2328.691
914,1960,estimates,female,5yearly,15_24,354.48
914,1960,estimates,male,5yearly,15_24,379.666
914,1960,estimates,female,5yearly,15_49,1091.451
914,1960,estimates,male,5yearly,15_49,1202.422
914,1960,estimates,female,5yearly,15_59,1377.734
914,1960,estimates,male,5yearly,15_59,1545.567
914,1960,estimates,female,5yearly,15_64,1566.816
914,1960,estimates,male,5yearly,15_64,1739.932
914,1960,estimates,female,5yearly,20plus,2069.58
914,1960,estimates,male,5yearly,20plus,2155.869
914,1960,estimates,female,5yearly,20_64,1401.756
914,1960,estimates,male,5yearly,20_64,1567.11
914,1960,estimates,female,5yearly,20_69,1615.319
914,1960,estimates,male,5yearly,20_69,1767.284
914,1960,estimates,female,5yearly,25plus,1880.16
914,1960,estimates,male,5yearly,25plus,1949.025
914,1960,estimates,female,5yearly,25_69,1425.899
914,1960,estimates,male,5yearly,25_69,1560.44
914,1960,estimates,female,5yearly,40plus,1398.693
914,1960,estimates,male,5yearly,40plus,1443.712
914,1960,estimates,female,5yearly,50plus,1143.189
