continent,year,variant,gender,freq,agebroad,totaldeaths
903,1950,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,female,5yearly,0_4,8401.94
903,1950,estimates,male,5yearly,0_4,9347.559
903,1950,estimates,female,5yearly,0_14,9610.948
903,1950,estimates,male,5yearly,0_14,10548.592
903,1950,estimates,female,5yearly,0_19,10006.69
903,1950,estimates,male,5yearly,0_19,10967.228
903,1950,estimates,female,5yearly,0_24,10442.862
903,1950,estimates,male,5yearly,0_24,11469.629
903,1950,estimates,female,5yearly,5_14,1209.008
903,1950,estimates,male,5yearly,5_14,1201.033
903,1950,estimates,female,5yearly,15plus,5961.738
903,1950,estimates,male,5yearly,15plus,6227.064
903,1950,estimates,female,5yearly,15_24,831.914
903,1950,estimates,male,5yearly,15_24,921.037
903,1950,estimates,female,5yearly,15_49,2723.597
903,1950,estimates,male,5yearly,15_49,3069.456
903,1950,estimates,female,5yearly,15_59,3478.543
903,1950,estimates,male,5yearly,15_59,3972.196
903,1950,estimates,female,5yearly,15_64,3953.863
903,1950,estimates,male,5yearly,15_64,4469.594
903,1950,estimates,female,5yearly,20plus,5565.996
903,1950,estimates,male,5yearly,20plus,5808.428
903,1950,estimates,female,5yearly,20_64,3558.121
903,1950,estimates,male,5yearly,20_64,4050.958
903,1950,estimates,female,5yearly,20_69,4097.734
903,1950,estimates,male,5yearly,20_69,4570.293
903,1950,estimates,female,5yearly,25plus,5129.824
903,1950,estimates,male,5yearly,25plus,5306.027
903,1950,estimates,female,5yearly,25_69,3661.562
903,1950,estimates,male,5yearly,25_69,4067.892
903,1950,estimates,female,5yearly,40plus,3918.163
903,1950,estimates,male,5yearly,40plus,3993.22
903,1950,estimates,female,5yearly,50plus,3238.141
903,1950,estimates,male,5yearly,50plus,3157.608
903,1950,estimates,female,5yearly,60plus,2483.195
903,1950,estimates,male,5yearly,60plus,2254.868
903,1950,estimates,female,5yearly,65plus,2007.875
903,1950,estimates,male,5yearly,65plus,1757.47
903,1950,estimates,female,5yearly,70plus,1468.262
903,1950,estimates,male,5yearly,70plus,1238.135
903,1950,estimates,female,5yearly,80plus,456.31
903,1950,estimates,male,5yearly,80plus,349.232
903,1950,estimates,female,5yearly,90plus,44.115
903,1950,estimates,male,5yearly,90plus,26.819
903,1955,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,female,5yearly,0_4,8479.949
903,1955,estimates,male,5yearly,0_4,9465.763
903,1955,estimates,female,5yearly,0_14,9710.705
903,1955,estimates,male,5yearly,0_14,10695.635
903,1955,estimates,female,5yearly,0_19,10111.151
903,1955,estimates,male,5yearly,0_19,11120.458
903,1955,estimates,female,5yearly,0_24,10552.139
903,1955,estimates,male,5yearly,0_24,11627.469
903,1955,estimates,female,5yearly,5_14,1230.756
903,1955,estimates,male,5yearly,5_14,1229.872
903,1955,estimates,female,5yearly,15plus,6069.597
903,1955,estimates,male,5yearly,15plus,6358.389
903,1955,estimates,female,5yearly,15_24,841.434
903,1955,estimates,male,5yearly,15_24,931.834
903,1955,estimates,female,5yearly,15_49,2775.289
903,1955,estimates,male,5yearly,15_49,3126.443
903,1955,estimates,female,5yearly,15_59,3557.147
903,1955,estimates,male,5yearly,15_59,4070.341
903,1955,estimates,female,5yearly,15_64,4052.588
