region,variant,gender,freq,year,lifeexpectancyat15
1502,estimates,female,5yearly,1950,47.7321353694015
1502,estimates,male,5yearly,1950,44.1952306745939
1502,estimates,female,5yearly,1955,48.7261225487008
1502,estimates,male,5yearly,1955,44.6884507916769
1502,estimates,female,5yearly,1960,49.7168721101647
1502,estimates,male,5yearly,1960,45.621977050251
1502,estimates,female,5yearly,1965,54.1883085037169
1502,estimates,male,5yearly,1965,50.4576593320337
1502,estimates,female,5yearly,1970,56.6000694900067
1502,estimates,male,5yearly,1970,52.5920979366704
1502,estimates,female,5yearly,1975,57.9210462828791
1502,estimates,male,5yearly,1975,53.7375152481273
1502,estimates,female,5yearly,1980,58.8594591575608
1502,estimates,male,5yearly,1980,53.8153039906839
1502,estimates,female,5yearly,1985,59.7587656569109
1502,estimates,male,5yearly,1985,55.0829214840145
1502,estimates,female,5yearly,1990,60.1945153396435
1502,estimates,male,5yearly,1990,55.190225225174
1502,estimates,female,5yearly,1995,60.7160219204477
1502,estimates,male,5yearly,1995,55.5829586738225
1502,estimates,female,5yearly,2000,61.3593984686657
1502,estimates,male,5yearly,2000,56.5834394873408
1502,estimates,female,5yearly,2005,62.3169402540486
1502,estimates,male,5yearly,2005,57.5386394615303
1502,estimates,female,5yearly,2010,63.2848071632751
1502,estimates,male,5yearly,2010,58.7154446163283
1502,medium_variant,female,5yearly,2015,64.0705632804381
1502,medium_variant,male,5yearly,2015,59.5009507210137
1502,medium_variant,female,5yearly,2020,64.7468103887116
1502,medium_variant,male,5yearly,2020,60.2488969349111
1502,medium_variant,female,5yearly,2025,65.3943125800987
1502,medium_variant,male,5yearly,2025,61.0227904908283
1502,medium_variant,female,5yearly,2030,66.0460081198149
1502,medium_variant,male,5yearly,2030,61.8092892895279
1502,medium_variant,female,5yearly,2035,66.6868426245613
1502,medium_variant,male,5yearly,2035,62.5925451546415
1502,medium_variant,female,5yearly,2040,67.3149334648122
1502,medium_variant,male,5yearly,2040,63.4163745420918
1502,medium_variant,female,5yearly,2045,67.924242956142
1502,medium_variant,male,5yearly,2045,64.2571163536649
1502,medium_variant,female,5yearly,2050,68.5348215367031
1502,medium_variant,male,5yearly,2050,65.1112256192546
1502,medium_variant,female,5yearly,2055,69.1382035818528
1502,medium_variant,male,5yearly,2055,65.9344071209572
1502,medium_variant,female,5yearly,2060,69.7198272615869
1502,medium_variant,male,5yearly,2060,66.7266969774004
1502,medium_variant,female,5yearly,2065,70.299388114066
1502,medium_variant,male,5yearly,2065,67.4673314744291
1502,medium_variant,female,5yearly,2070,70.8753634365228
1502,medium_variant,male,5yearly,2070,68.141953801547
1502,medium_variant,female,5yearly,2075,71.4438078321906
1502,medium_variant,male,5yearly,2075,68.7594158947267
1502,medium_variant,female,5yearly,2080,72.0001828144809
1502,medium_variant,male,5yearly,2080,69.3135332247978
1502,medium_variant,female,5yearly,2085,72.5428289167892
1502,medium_variant,male,5yearly,2085,69.8481771780662
1502,medium_variant,female,5yearly,2090,73.0825946819702
1502,medium_variant,male,5yearly,2090,70.3579058930608
1502,medium_variant,female,5yearly,2095,73.5890389111763
1502,medium_variant,male,5yearly,2095,70.876391680463
1502,estimates,female,5yearly,Regi,Upper-middle-income countries
1502,estimates,male,5yearly,Regi,Upper-middle-income countries
1502,medium_variant,female,5yearly,Regi,Upper-middle-income countries
1502,medium_variant,male,5yearly,Regi,Upper-middle-income countries
