region,variant,freq,year,birthper1000population
1517,estimates,5yearly,1950,41.606
1517,estimates,5yearly,1955,39.413
1517,estimates,5yearly,1960,39.651
1517,estimates,5yearly,1965,38.077
1517,estimates,5yearly,1970,34.706
1517,estimates,5yearly,1975,30.997
1517,estimates,5yearly,1980,30.035
1517,estimates,5yearly,1985,29.448
1517,estimates,5yearly,1990,25.271
1517,estimates,5yearly,1995,22.349
1517,estimates,5yearly,2000,21.022
1517,estimates,5yearly,2005,20.242
1517,estimates,5yearly,2010,19.419
1517,constant_fertility,5yearly,2015,18.964
1517,constant_mortality,5yearly,2015,18.187
1517,high_variant,5yearly,2015,20.02
1517,instant_replacement,5yearly,2015,17.157
1517,low_variant,5yearly,2015,16.307
1517,medium_variant,5yearly,2015,18.174
1517,momentum,5yearly,2015,17.337
1517,no_change,5yearly,2015,18.978
1517,zero_migration,5yearly,2015,18.193
1517,constant_fertility,5yearly,2020,18.303
1517,constant_mortality,5yearly,2020,16.971
1517,high_variant,5yearly,2020,19.563
1517,instant_replacement,5yearly,2020,16.247
1517,low_variant,5yearly,2020,14.201
1517,medium_variant,5yearly,2020,16.925
1517,momentum,5yearly,2020,16.598
1517,no_change,5yearly,2020,18.352
1517,zero_migration,5yearly,2020,16.969
1517,constant_fertility,5yearly,2025,17.862
1517,constant_mortality,5yearly,2025,16.018
1517,high_variant,5yearly,2025,18.881
1517,instant_replacement,5yearly,2025,15.508
1517,low_variant,5yearly,2025,12.781
1517,medium_variant,5yearly,2025,15.926
1517,momentum,5yearly,2025,16.006
1517,no_change,5yearly,2025,17.966
1517,zero_migration,5yearly,2025,15.974
1517,constant_fertility,5yearly,2030,17.709
1517,constant_mortality,5yearly,2030,15.352
1517,high_variant,5yearly,2030,17.872
1517,instant_replacement,5yearly,2030,14.938
1517,low_variant,5yearly,2030,12.297
1517,medium_variant,5yearly,2030,15.205
1517,momentum,5yearly,2030,15.562
1517,no_change,5yearly,2030,17.875
1517,zero_migration,5yearly,2030,15.248
1517,constant_fertility,5yearly,2035,17.79
1517,constant_mortality,5yearly,2035,14.897
1517,high_variant,5yearly,2035,17.386
1517,instant_replacement,5yearly,2035,14.446
1517,low_variant,5yearly,2035,11.805
1517,medium_variant,5yearly,2035,14.698
1517,momentum,5yearly,2035,15.184
1517,no_change,5yearly,2035,18.012
1517,zero_migration,5yearly,2035,14.73
1517,constant_fertility,5yearly,2040,18.003
1517,constant_mortality,5yearly,2040,14.526
1517,high_variant,5yearly,2040,17.302
1517,instant_replacement,5yearly,2040,14.054
1517,low_variant,5yearly,2040,11.171
1517,medium_variant,5yearly,2040,14.283
1517,momentum,5yearly,2040,14.912
1517,no_change,5yearly,2040,18.266
1517,zero_migration,5yearly,2040,14.307
1517,constant_fertility,5yearly,2045,18.257
1517,constant_mortality,5yearly,2045,14.133
1517,high_variant,5yearly,2045,17.295
1517,instant_replacement,5yearly,2045,13.746
1517,low_variant,5yearly,2045,10.425
1517,medium_variant,5yearly,2045,13.847
1517,momentum,5yearly,2045,14.744
1517,no_change,5yearly,2045,18.554
1517,zero_migration,5yearly,2045,13.871
