region,variant,freq,year,birthper1000population
931,estimates,5yearly,1950,41.27
931,estimates,5yearly,1955,40.315
931,estimates,5yearly,1960,39.442
931,estimates,5yearly,1965,36.325
931,estimates,5yearly,1970,32.981
931,estimates,5yearly,1975,32.055
931,estimates,5yearly,1980,30.155
931,estimates,5yearly,1985,27.208
931,estimates,5yearly,1990,24.498
931,estimates,5yearly,1995,22.301
931,estimates,5yearly,2000,19.976
931,estimates,5yearly,2005,17.974
931,estimates,5yearly,2010,16.781
931,constant_fertility,5yearly,2015,16.267
931,constant_mortality,5yearly,2015,15.559
931,high_variant,5yearly,2015,17.455
931,instant_replacement,5yearly,2015,16.746
931,low_variant,5yearly,2015,13.615
931,medium_variant,5yearly,2015,15.545
931,momentum,5yearly,2015,16.833
931,no_change,5yearly,2015,16.281
931,zero_migration,5yearly,2015,15.555
931,constant_fertility,5yearly,2020,15.568
931,constant_mortality,5yearly,2020,14.431
931,high_variant,5yearly,2020,17.155
931,instant_replacement,5yearly,2020,15.908
931,low_variant,5yearly,2020,11.513
931,medium_variant,5yearly,2020,14.382
931,momentum,5yearly,2020,16.088
931,no_change,5yearly,2020,15.621
931,zero_migration,5yearly,2020,14.405
931,constant_fertility,5yearly,2025,14.8
931,constant_mortality,5yearly,2025,13.487
931,high_variant,5yearly,2025,16.505
931,instant_replacement,5yearly,2025,15.03
931,low_variant,5yearly,2025,10.057
931,medium_variant,5yearly,2025,13.387
931,momentum,5yearly,2025,15.299
931,no_change,5yearly,2025,14.911
931,zero_migration,5yearly,2025,13.413
931,constant_fertility,5yearly,2030,14.128
931,constant_mortality,5yearly,2030,12.729
931,high_variant,5yearly,2030,15.418
931,instant_replacement,5yearly,2030,14.268
931,low_variant,5yearly,2030,9.471
931,medium_variant,5yearly,2030,12.566
931,momentum,5yearly,2030,14.627
931,no_change,5yearly,2030,14.309
931,zero_migration,5yearly,2030,12.59
931,constant_fertility,5yearly,2035,13.65
931,constant_mortality,5yearly,2035,12.127
931,high_variant,5yearly,2035,14.756
931,instant_replacement,5yearly,2035,13.708
931,low_variant,5yearly,2035,8.85
931,medium_variant,5yearly,2035,11.893
931,momentum,5yearly,2035,14.168
931,no_change,5yearly,2035,13.909
931,zero_migration,5yearly,2035,11.915
931,constant_fertility,5yearly,2040,13.326
931,constant_mortality,5yearly,2040,11.657
931,high_variant,5yearly,2040,14.462
931,instant_replacement,5yearly,2040,13.35
931,low_variant,5yearly,2040,8.177
931,medium_variant,5yearly,2040,11.347
931,momentum,5yearly,2040,13.927
931,no_change,5yearly,2040,13.673
931,zero_migration,5yearly,2040,11.369
931,constant_fertility,5yearly,2045,13.077
931,constant_mortality,5yearly,2045,11.291
931,high_variant,5yearly,2045,14.387
931,instant_replacement,5yearly,2045,13.117
931,low_variant,5yearly,2045,7.485
931,medium_variant,5yearly,2045,10.897
931,momentum,5yearly,2045,13.828
931,no_change,5yearly,2045,13.521
931,zero_migration,5yearly,2045,10.921
931,constant_fertility,5yearly,2050,12.863
931,constant_mortality,5yearly,2050,10.981
931,high_variant,5yearly,2050,14.31
931,instant_replacement,5yearly,2050,12.881
931,low_variant,5yearly,2050,6.839
931,medium_variant,5yearly,2050,10.497
931,momentum,5yearly,2050,13.732
931,no_change,5yearly,2050,13.413
931,zero_migration,5yearly,2050,10.523
931,constant_fertility,5yearly,2055,12.684
931,constant_mortality,5yearly,2055,10.735
931,high_variant,5yearly,2055,14.107
931,instant_replacement,5yearly,2055,12.593
931,low_variant,5yearly,2055,6.356
931,medium_variant,5yearly,2055,10.153
931,momentum,5yearly,2055,13.581
931,no_change,5yearly,2055,13.345
931,zero_migration,5yearly,2055,10.182
931,constant_fertility,5yearly,2060,12.553
931,constant_mortality,5yearly,2060,10.563
931,high_variant,5yearly,2060,13.826
931,instant_replacement,5yearly,2060,12.318
931,low_variant,5yearly,2060,6.056
931,medium_variant,5yearly,2060,9.878
931,momentum,5yearly,2060,13.437
931,no_change,5yearly,2060,13.327
931,zero_migration,5yearly,2060,9.907
931,constant_fertility,5yearly,2065,12.476
931,constant_mortality,5yearly,2065,10.452
931,high_variant,5yearly,2065,13.59
931,instant_replacement,5yearly,2065,12.118
931,low_variant,5yearly,2065,5.858
931,medium_variant,5yearly,2065,9.663
931,momentum,5yearly,2065,13.365
931,no_change,5yearly,2065,13.362
931,zero_migration,5yearly,2065,9.691
931,constant_fertility,5yearly,2070,12.446
931,constant_mortality,5yearly,2070,10.401
931,high_variant,5yearly,2070,13.497
931,instant_replacement,5yearly,2070,12.002
931,low_variant,5yearly,2070,5.684
931,medium_variant,5yearly,2070,9.509
931,momentum,5yearly,2070,13.375
931,no_change,5yearly,2070,13.437
931,zero_migration,5yearly,2070,9.537
931,constant_fertility,5yearly,2075,12.445
931,constant_mortality,5yearly,2075,10.383
931,high_variant,5yearly,2075,13.506
931,instant_replacement,5yearly,2075,11.936
931,low_variant,5yearly,2075,5.497
931,medium_variant,5yearly,2075,9.392
931,momentum,5yearly,2075,13.429
931,no_change,5yearly,2075,13.532
931,zero_migration,5yearly,2075,9.421
931,constant_fertility,5yearly,2080,12.462
931,constant_mortality,5yearly,2080,10.38
931,high_variant,5yearly,2080,13.523
931,instant_replacement,5yearly,2080,11.871
931,low_variant,5yearly,2080,5.318
931,medium_variant,5yearly,2080,9.297
931,momentum,5yearly,2080,13.471
931,no_change,5yearly,2080,13.633
931,zero_migration,5yearly,2080,9.328
931,constant_fertility,5yearly,2085,12.487
931,constant_mortality,5yearly,2085,10.386
931,high_variant,5yearly,2085,13.481
931,instant_replacement,5yearly,2085,11.774
931,low_variant,5yearly,2085,5.184
931,medium_variant,5yearly,2085,9.218
931,momentum,5yearly,2085,13.467
931,no_change,5yearly,2085,13.733
931,zero_migration,5yearly,2085,9.249
931,constant_fertility,5yearly,2090,12.517
931,constant_mortality,5yearly,2090,10.411
931,high_variant,5yearly,2090,13.383
931,instant_replacement,5yearly,2090,11.657
931,low_variant,5yearly,2090,5.121
931,medium_variant,5yearly,2090,9.159
931,momentum,5yearly,2090,13.432
931,no_change,5yearly,2090,13.833
931,zero_migration,5yearly,2090,9.189
931,constant_fertility,5yearly,2095,12.551
931,constant_mortality,5yearly,2095,10.446
931,high_variant,5yearly,2095,13.271
931,instant_replacement,5yearly,2095,11.548
931,low_variant,5yearly,2095,5.111
931,medium_variant,5yearly,2095,9.114
931,momentum,5yearly,2095,13.403
931,no_change,5yearly,2095,13.934
931,zero_migration,5yearly,2095,9.142
931,constant_fertility,5yearly,Regi,South America
931,constant_mortality,5yearly,Regi,South America
931,estimates,5yearly,Regi,South America
931,high_variant,5yearly,Regi,South America
931,instant_replacement,5yearly,Regi,South America
931,low_variant,5yearly,Regi,South America
931,medium_variant,5yearly,Regi,South America
931,momentum,5yearly,Regi,South America
931,no_change,5yearly,Regi,South America
931,zero_migration,5yearly,Regi,South America
