country,variant,freq,year,netmigrationrateper1000pop
232,estimates,5yearly,1950,0.167
232,estimates,5yearly,1955,0.453
232,estimates,5yearly,1960,0.937
232,estimates,5yearly,1965,0.588
232,estimates,5yearly,1970,1.029
232,estimates,5yearly,1975,0.897
232,estimates,5yearly,1980,0.778
232,estimates,5yearly,1985,-2.727
232,estimates,5yearly,1990,-25.792
232,estimates,5yearly,1995,-4.319
232,estimates,5yearly,2000,5.977
232,estimates,5yearly,2005,-7.656
232,estimates,5yearly,2010,-6.928
232,medium_variant,5yearly,2015,-1.946
232,medium_variant,5yearly,2020,-1.218
232,medium_variant,5yearly,2025,-1.096
232,medium_variant,5yearly,2030,-0.99
232,medium_variant,5yearly,2035,-0.899
232,medium_variant,5yearly,2040,-0.822
232,medium_variant,5yearly,2045,-0.757
232,medium_variant,5yearly,2050,-0.668
232,medium_variant,5yearly,2055,-0.592
232,medium_variant,5yearly,2060,-0.527
232,medium_variant,5yearly,2065,-0.47
232,medium_variant,5yearly,2070,-0.42
232,medium_variant,5yearly,2075,-0.376
232,medium_variant,5yearly,2080,-0.337
232,medium_variant,5yearly,2085,-0.301
232,medium_variant,5yearly,2090,-0.269
232,medium_variant,5yearly,2095,-0.239
232,estimates,5yearly,Regi,Eritrea
232,medium_variant,5yearly,Regi,Eritrea
