country,variant,freq,year,netmigrationrateper1000pop
254,estimates,5yearly,1950,1.712
254,estimates,5yearly,1955,4.665
254,estimates,5yearly,1960,19.591
254,estimates,5yearly,1965,18.589
254,estimates,5yearly,1970,9.717
254,estimates,5yearly,1975,16.546
254,estimates,5yearly,1980,28.089
254,estimates,5yearly,1985,33.13
254,estimates,5yearly,1990,7.031
254,estimates,5yearly,1995,8.784
254,estimates,5yearly,2000,19.291
254,estimates,5yearly,2005,2.743
254,estimates,5yearly,2010,4.773
254,medium_variant,5yearly,2015,4.191
254,medium_variant,5yearly,2020,3.723
254,medium_variant,5yearly,2025,3.332
254,medium_variant,5yearly,2030,3.003
254,medium_variant,5yearly,2035,2.725
254,medium_variant,5yearly,2040,2.492
254,medium_variant,5yearly,2045,2.299
254,medium_variant,5yearly,2050,2.031
254,medium_variant,5yearly,2055,1.798
254,medium_variant,5yearly,2060,1.598
254,medium_variant,5yearly,2065,1.421
254,medium_variant,5yearly,2070,1.265
254,medium_variant,5yearly,2075,1.125
254,medium_variant,5yearly,2080,1.001
254,medium_variant,5yearly,2085,0.889
254,medium_variant,5yearly,2090,0.788
254,medium_variant,5yearly,2095,0.696
