country,variant,freq,year,netmigrationrateper1000pop
858,estimates,5yearly,1950,0.867
858,estimates,5yearly,1955,1.629
858,estimates,5yearly,1960,-0.459
858,estimates,5yearly,1965,-2.471
858,estimates,5yearly,1970,-9.645
858,estimates,5yearly,1975,-4.177
858,estimates,5yearly,1980,-2.024
858,estimates,5yearly,1985,-1.96
858,estimates,5yearly,1990,-1.263
858,estimates,5yearly,1995,-1.589
858,estimates,5yearly,2000,-6.259
858,estimates,5yearly,2005,-2.985
858,estimates,5yearly,2010,-1.763
858,mediumvariant,5yearly,2015,-0.866
858,mediumvariant,5yearly,2020,-0.852
858,mediumvariant,5yearly,2025,-0.84
858,mediumvariant,5yearly,2030,-0.83
858,mediumvariant,5yearly,2035,-0.824
858,mediumvariant,5yearly,2040,-0.82
858,mediumvariant,5yearly,2045,-0.818
858,mediumvariant,5yearly,2050,-0.778
858,mediumvariant,5yearly,2055,-0.74
858,mediumvariant,5yearly,2060,-0.703
858,mediumvariant,5yearly,2065,-0.667
858,mediumvariant,5yearly,2070,-0.633
858,mediumvariant,5yearly,2075,-0.598
858,mediumvariant,5yearly,2080,-0.564
858,mediumvariant,5yearly,2085,-0.529
858,mediumvariant,5yearly,2090,-0.494
858,mediumvariant,5yearly,2095,-0.457
