country,variant,freq,year,netmigrationrateper1000pop
158,estimates,5yearly,1950,-2.283
158,estimates,5yearly,1955,0.122
158,estimates,5yearly,1960,4.539
158,estimates,5yearly,1965,6.876
158,estimates,5yearly,1970,-0.323
158,estimates,5yearly,1975,-2.474
158,estimates,5yearly,1980,-0.662
158,estimates,5yearly,1985,0.71
158,estimates,5yearly,1990,-1.329
158,estimates,5yearly,1995,-2.582
158,estimates,5yearly,2000,1.845
158,estimates,5yearly,2005,2.188
158,estimates,5yearly,2010,1.46
158,medium_variant,5yearly,2015,1.268
158,medium_variant,5yearly,2020,1.003
158,medium_variant,5yearly,2025,0.83
158,medium_variant,5yearly,2030,0.829
158,medium_variant,5yearly,2035,0.835
158,medium_variant,5yearly,2040,0.848
158,medium_variant,5yearly,2045,0.867
158,medium_variant,5yearly,2050,0.846
158,medium_variant,5yearly,2055,0.826
158,medium_variant,5yearly,2060,0.805
158,medium_variant,5yearly,2065,0.783
158,medium_variant,5yearly,2070,0.76
158,medium_variant,5yearly,2075,0.736
158,medium_variant,5yearly,2080,0.707
158,medium_variant,5yearly,2085,0.673
158,medium_variant,5yearly,2090,0.632
158,medium_variant,5yearly,2095,0.587
158,estimates,5yearly,Regi,"China, Taiwan Province of China"
158,medium_variant,5yearly,Regi,"China, Taiwan Province of China"
