country,variant,freq,year,netmigrationrateper1000pop
352,estimates,5yearly,1950,-0.55
352,estimates,5yearly,1955,0.388
352,estimates,5yearly,1960,-0.796
352,estimates,5yearly,1965,-2.78
352,estimates,5yearly,1970,-1.005
352,estimates,5yearly,1975,-3.521
352,estimates,5yearly,1980,0.221
352,estimates,5yearly,1985,0.52
352,estimates,5yearly,1990,-0.807
352,estimates,5yearly,1995,0.744
352,estimates,5yearly,2000,2.044
352,estimates,5yearly,2005,7.805
352,estimates,5yearly,2010,-1.33
352,medium_variant,5yearly,2015,1.128
352,medium_variant,5yearly,2020,1.088
352,medium_variant,5yearly,2025,1.054
352,medium_variant,5yearly,2030,1.027
352,medium_variant,5yearly,2035,1.006
352,medium_variant,5yearly,2040,0.99
352,medium_variant,5yearly,2045,0.979
352,medium_variant,5yearly,2050,0.922
352,medium_variant,5yearly,2055,0.869
352,medium_variant,5yearly,2060,0.818
352,medium_variant,5yearly,2065,0.77
352,medium_variant,5yearly,2070,0.722
352,medium_variant,5yearly,2075,0.675
352,medium_variant,5yearly,2080,0.63
352,medium_variant,5yearly,2085,0.584
352,medium_variant,5yearly,2090,0.541
352,medium_variant,5yearly,2095,0.495
352,estimates,5yearly,Regi,Iceland
352,medium_variant,5yearly,Regi,Iceland
