country,variant,freq,year,netmigrationrateper1000pop
178,estimates,5yearly,1950,0.0
178,estimates,5yearly,1955,0.0
178,estimates,5yearly,1960,0.0
178,estimates,5yearly,1965,0.078
178,estimates,5yearly,1970,0.94
178,estimates,5yearly,1975,-0.864
178,estimates,5yearly,1980,0.212
178,estimates,5yearly,1985,0.175
178,estimates,5yearly,1990,1.72
178,estimates,5yearly,1995,3.273
178,estimates,5yearly,2000,2.861
178,estimates,5yearly,2005,4.731
178,estimates,5yearly,2010,-2.558
178,medium_variant,5yearly,2015,-0.749
178,medium_variant,5yearly,2020,-0.329
178,medium_variant,5yearly,2025,-0.145
178,medium_variant,5yearly,2030,-0.128
178,medium_variant,5yearly,2035,-0.114
178,medium_variant,5yearly,2040,-0.102
178,medium_variant,5yearly,2045,-0.091
178,medium_variant,5yearly,2050,-0.079
178,medium_variant,5yearly,2055,-0.068
178,medium_variant,5yearly,2060,-0.059
178,medium_variant,5yearly,2065,-0.051
178,medium_variant,5yearly,2070,-0.044
178,medium_variant,5yearly,2075,-0.038
178,medium_variant,5yearly,2080,-0.033
178,medium_variant,5yearly,2085,-0.029
178,medium_variant,5yearly,2090,-0.025
178,medium_variant,5yearly,2095,-0.022
178,estimates,5yearly,Regi,Congo
178,medium_variant,5yearly,Regi,Congo
