country,variant,freq,year,netmigrationrateper1000pop
474,estimates,5yearly,1950,-6.846
474,estimates,5yearly,1955,0.027
474,estimates,5yearly,1960,-5.531
474,estimates,5yearly,1965,-14.513
474,estimates,5yearly,1970,-16.591
474,estimates,5yearly,1975,-12.663
474,estimates,5yearly,1980,-0.985
474,estimates,5yearly,1985,-0.134
474,estimates,5yearly,1990,-3.712
474,estimates,5yearly,1995,1.344
474,estimates,5yearly,2000,-2.045
474,estimates,5yearly,2005,-7.128
474,estimates,5yearly,2010,-8.593
474,medium_variant,5yearly,2015,-2.489
474,medium_variant,5yearly,2020,-1.664
474,medium_variant,5yearly,2025,-1.671
474,medium_variant,5yearly,2030,-1.684
474,medium_variant,5yearly,2035,-1.704
474,medium_variant,5yearly,2040,-1.734
474,medium_variant,5yearly,2045,-1.778
474,medium_variant,5yearly,2050,-1.711
474,medium_variant,5yearly,2055,-1.647
474,medium_variant,5yearly,2060,-1.583
474,medium_variant,5yearly,2065,-1.517
474,medium_variant,5yearly,2070,-1.447
474,medium_variant,5yearly,2075,-1.376
474,medium_variant,5yearly,2080,-1.307
474,medium_variant,5yearly,2085,-1.244
474,medium_variant,5yearly,2090,-1.184
474,medium_variant,5yearly,2095,-1.122
474,estimates,5yearly,Regi,Martinique
474,medium_variant,5yearly,Regi,Martinique
