country,variant,freq,year,netmigrationrateper1000pop
862,estimates,5yearly,1950,7.959
862,estimates,5yearly,1955,2.142
862,estimates,5yearly,1960,0.42
862,estimates,5yearly,1965,0.059
862,estimates,5yearly,1970,0.014
862,estimates,5yearly,1975,0.015
862,estimates,5yearly,1980,0.017
862,estimates,5yearly,1985,0.01
862,estimates,5yearly,1990,-0.005
862,estimates,5yearly,1995,-0.018
862,estimates,5yearly,2000,-0.06
862,estimates,5yearly,2005,-0.204
862,estimates,5yearly,2010,-0.459
862,medium_variant,5yearly,2015,-0.376
862,medium_variant,5yearly,2020,-0.284
862,medium_variant,5yearly,2025,-0.167
862,medium_variant,5yearly,2030,-0.16
862,medium_variant,5yearly,2035,-0.154
862,medium_variant,5yearly,2040,-0.15
862,medium_variant,5yearly,2045,-0.146
862,medium_variant,5yearly,2050,-0.136
862,medium_variant,5yearly,2055,-0.127
862,medium_variant,5yearly,2060,-0.119
862,medium_variant,5yearly,2065,-0.111
862,medium_variant,5yearly,2070,-0.104
862,medium_variant,5yearly,2075,-0.097
862,medium_variant,5yearly,2080,-0.09
862,medium_variant,5yearly,2085,-0.084
862,medium_variant,5yearly,2090,-0.078
862,medium_variant,5yearly,2095,-0.072
