country,variant,freq,year,netmigrationrateper1000pop
426,estimates,5yearly,1950,-5.257
426,estimates,5yearly,1955,-6.344
426,estimates,5yearly,1960,-5.601
426,estimates,5yearly,1965,-4.556
426,estimates,5yearly,1970,-4.405
426,estimates,5yearly,1975,-1.063
426,estimates,5yearly,1980,-3.703
426,estimates,5yearly,1985,-8.151
426,estimates,5yearly,1990,-5.509
426,estimates,5yearly,1995,-8.201
426,estimates,5yearly,2000,-4.19
426,estimates,5yearly,2005,-4.01
426,estimates,5yearly,2010,-2.372
426,medium_variant,5yearly,2015,-1.779
426,medium_variant,5yearly,2020,-1.67
426,medium_variant,5yearly,2025,-1.576
426,medium_variant,5yearly,2030,-1.492
426,medium_variant,5yearly,2035,-1.415
426,medium_variant,5yearly,2040,-1.343
426,medium_variant,5yearly,2045,-1.278
426,medium_variant,5yearly,2050,-1.161
426,medium_variant,5yearly,2055,-1.057
426,medium_variant,5yearly,2060,-0.965
426,medium_variant,5yearly,2065,-0.883
426,medium_variant,5yearly,2070,-0.809
426,medium_variant,5yearly,2075,-0.741
426,medium_variant,5yearly,2080,-0.679
426,medium_variant,5yearly,2085,-0.621
426,medium_variant,5yearly,2090,-0.565
426,medium_variant,5yearly,2095,-0.512
