country,variant,freq,year,netmigrationrateper1000pop
72,estimates,5yearly,1950,-2.267
72,estimates,5yearly,1955,-8.046
72,estimates,5yearly,1960,-5.349
72,estimates,5yearly,1965,-1.863
72,estimates,5yearly,1970,0.612
72,estimates,5yearly,1975,3.25
72,estimates,5yearly,1980,0.11
72,estimates,5yearly,1985,0.904
72,estimates,5yearly,1990,2.425
72,estimates,5yearly,1995,2.978
72,estimates,5yearly,2000,2.375
72,estimates,5yearly,2005,1.936
72,estimates,5yearly,2010,1.42
72,medium_variant,5yearly,2015,1.297
72,medium_variant,5yearly,2020,1.193
72,medium_variant,5yearly,2025,1.108
72,medium_variant,5yearly,2030,1.039
72,medium_variant,5yearly,2035,0.982
72,medium_variant,5yearly,2040,0.934
72,medium_variant,5yearly,2045,0.894
72,medium_variant,5yearly,2050,0.82
72,medium_variant,5yearly,2055,0.754
72,medium_variant,5yearly,2060,0.697
72,medium_variant,5yearly,2065,0.646
72,medium_variant,5yearly,2070,0.599
72,medium_variant,5yearly,2075,0.555
72,medium_variant,5yearly,2080,0.513
72,medium_variant,5yearly,2085,0.473
72,medium_variant,5yearly,2090,0.434
72,medium_variant,5yearly,2095,0.396
