country,variant,freq,year,netmigrationrateper1000pop
320,estimates,5yearly,1950,-0.17
320,estimates,5yearly,1955,-0.217
320,estimates,5yearly,1960,-0.454
320,estimates,5yearly,1965,-1.573
320,estimates,5yearly,1970,-4.563
320,estimates,5yearly,1975,-7.539
320,estimates,5yearly,1980,-7.294
320,estimates,5yearly,1985,-6.854
320,estimates,5yearly,1990,-7.472
320,estimates,5yearly,1995,-7.295
320,estimates,5yearly,2000,-4.543
320,estimates,5yearly,2005,-1.648
320,estimates,5yearly,2010,-0.649
320,medium_variant,5yearly,2015,-0.539
320,medium_variant,5yearly,2020,-0.468
320,medium_variant,5yearly,2025,-0.409
320,medium_variant,5yearly,2030,-0.361
320,medium_variant,5yearly,2035,-0.321
320,medium_variant,5yearly,2040,-0.287
320,medium_variant,5yearly,2045,-0.259
320,medium_variant,5yearly,2050,-0.235
320,medium_variant,5yearly,2055,-0.214
320,medium_variant,5yearly,2060,-0.195
320,medium_variant,5yearly,2065,-0.179
320,medium_variant,5yearly,2070,-0.164
320,medium_variant,5yearly,2075,-0.151
320,medium_variant,5yearly,2080,-0.139
320,medium_variant,5yearly,2085,-0.127
320,medium_variant,5yearly,2090,-0.117
320,medium_variant,5yearly,2095,-0.106
320,estimates,5yearly,Regi,Guatemala
320,medium_variant,5yearly,Regi,Guatemala
