country,variant,freq,year,netmigrationrateper1000pop
120,estimates,5yearly,1950,0
120,estimates,5yearly,1955,0
120,estimates,5yearly,1960,0
120,estimates,5yearly,1965,-0.033
120,estimates,5yearly,1970,-0.072
120,estimates,5yearly,1975,0
120,estimates,5yearly,1980,-0.354
120,estimates,5yearly,1985,-0.358
120,estimates,5yearly,1990,-0.763
120,estimates,5yearly,1995,-0.668
120,estimates,5yearly,2000,-0.661
120,estimates,5yearly,2005,-0.578
120,estimates,5yearly,2010,-0.336
120,medium_variant,5yearly,2015,-0.197
120,medium_variant,5yearly,2020,-0.174
120,medium_variant,5yearly,2025,-0.154
120,medium_variant,5yearly,2030,-0.137
120,medium_variant,5yearly,2035,-0.123
120,medium_variant,5yearly,2040,-0.111
120,medium_variant,5yearly,2045,-0.101
120,medium_variant,5yearly,2050,-0.088
120,medium_variant,5yearly,2055,-0.076
120,medium_variant,5yearly,2060,-0.067
120,medium_variant,5yearly,2065,-0.058
120,medium_variant,5yearly,2070,-0.051
120,medium_variant,5yearly,2075,-0.045
120,medium_variant,5yearly,2080,-0.04
120,medium_variant,5yearly,2085,-0.035
120,medium_variant,5yearly,2090,-0.03
120,medium_variant,5yearly,2095,-0.027
