country,variant,freq,year,netmigrationrateper1000pop
678,estimates,5yearly,1950,-30.776
678,estimates,5yearly,1955,-11.307
678,estimates,5yearly,1960,-28.367
678,estimates,5yearly,1965,-2.14
678,estimates,5yearly,1970,-6.398
678,estimates,5yearly,1975,-2.751
678,estimates,5yearly,1980,-12.084
678,estimates,5yearly,1985,-11.031
678,estimates,5yearly,1990,-9.318
678,estimates,5yearly,1995,-12.515
678,estimates,5yearly,2000,-7.612
678,estimates,5yearly,2005,-6.778
678,estimates,5yearly,2010,-6.048
678,medium_variant,5yearly,2015,-4.835
678,medium_variant,5yearly,2020,-4.13
678,medium_variant,5yearly,2025,-3.525
678,medium_variant,5yearly,2030,-3.19
678,medium_variant,5yearly,2035,-2.905
678,medium_variant,5yearly,2040,-2.664
678,medium_variant,5yearly,2045,-2.461
678,medium_variant,5yearly,2050,-2.172
678,medium_variant,5yearly,2055,-1.925
678,medium_variant,5yearly,2060,-1.708
678,medium_variant,5yearly,2065,-1.52
678,medium_variant,5yearly,2070,-1.355
678,medium_variant,5yearly,2075,-1.205
678,medium_variant,5yearly,2080,-1.074
678,medium_variant,5yearly,2085,-0.955
678,medium_variant,5yearly,2090,-0.848
678,medium_variant,5yearly,2095,-0.751
678,estimates,5yearly,Regi,Sao Tome and Principe
678,medium_variant,5yearly,Regi,Sao Tome and Principe
