country,variant,freq,year,netmigrationrateper1000pop
690,estimates,5yearly,1950,-10.007
690,estimates,5yearly,1955,-10.78
690,estimates,5yearly,1960,-3.855
690,estimates,5yearly,1965,-4.027
690,estimates,5yearly,1970,0.822
690,estimates,5yearly,1975,-0.636
690,estimates,5yearly,1980,-9.106
690,estimates,5yearly,1985,-15.078
690,estimates,5yearly,1990,1.697
690,estimates,5yearly,1995,-0.342
690,estimates,5yearly,2000,5.916
690,estimates,5yearly,2005,-5.575
690,estimates,5yearly,2010,-4.755
690,medium_variant,5yearly,2015,-2.107
690,medium_variant,5yearly,2020,-2.067
690,medium_variant,5yearly,2025,-2.047
690,medium_variant,5yearly,2030,-2.038
690,medium_variant,5yearly,2035,-2.036
690,medium_variant,5yearly,2040,-2.042
690,medium_variant,5yearly,2045,-2.058
690,medium_variant,5yearly,2050,-1.987
690,medium_variant,5yearly,2055,-1.918
690,medium_variant,5yearly,2060,-1.842
690,medium_variant,5yearly,2065,-1.774
690,medium_variant,5yearly,2070,-1.697
690,medium_variant,5yearly,2075,-1.61
690,medium_variant,5yearly,2080,-1.528
690,medium_variant,5yearly,2085,-1.427
690,medium_variant,5yearly,2090,-1.331
690,medium_variant,5yearly,2095,-1.233
