country,variant,freq,year,netmigrationrateper1000pop
324,estimates,5yearly,1950,0.0
324,estimates,5yearly,1955,-0.576
324,estimates,5yearly,1960,-0.743
324,estimates,5yearly,1965,-0.685
324,estimates,5yearly,1970,-12.814
324,estimates,5yearly,1975,-15.907
324,estimates,5yearly,1980,-1.584
324,estimates,5yearly,1985,5.84
324,estimates,5yearly,1990,23.001
324,estimates,5yearly,1995,-5.903
324,estimates,5yearly,2000,-7.962
324,estimates,5yearly,2005,-5.861
324,estimates,5yearly,2010,-4.37
324,medium_variant,5yearly,2015,-0.774
324,medium_variant,5yearly,2020,-0.272
324,medium_variant,5yearly,2025,-0.241
324,medium_variant,5yearly,2030,-0.214
324,medium_variant,5yearly,2035,-0.191
324,medium_variant,5yearly,2040,-0.172
324,medium_variant,5yearly,2045,-0.156
324,medium_variant,5yearly,2050,-0.135
324,medium_variant,5yearly,2055,-0.118
324,medium_variant,5yearly,2060,-0.103
324,medium_variant,5yearly,2065,-0.09
324,medium_variant,5yearly,2070,-0.079
324,medium_variant,5yearly,2075,-0.07
324,medium_variant,5yearly,2080,-0.062
324,medium_variant,5yearly,2085,-0.054
324,medium_variant,5yearly,2090,-0.048
324,medium_variant,5yearly,2095,-0.042
324,estimates,5yearly,Regi,Guinea
324,medium_variant,5yearly,Regi,Guinea
