country,variant,freq,year,netmigrationrateper1000pop
466,estimates,5yearly,1950,-1.447
466,estimates,5yearly,1955,-1.917
466,estimates,5yearly,1960,-2.594
466,estimates,5yearly,1965,-3.412
466,estimates,5yearly,1970,-3.076
466,estimates,5yearly,1975,-5.157
466,estimates,5yearly,1980,-5.845
466,estimates,5yearly,1985,-11.797
466,estimates,5yearly,1990,-3.84
466,estimates,5yearly,1995,-2.76
466,estimates,5yearly,2000,-1.129
466,estimates,5yearly,2005,-1.447
466,estimates,5yearly,2010,-3.718
466,medium_variant,5yearly,2015,-2.119
466,medium_variant,5yearly,2020,-1.828
466,medium_variant,5yearly,2025,-1.583
466,medium_variant,5yearly,2030,-1.378
466,medium_variant,5yearly,2035,-1.209
466,medium_variant,5yearly,2040,-1.071
466,medium_variant,5yearly,2045,-0.957
466,medium_variant,5yearly,2050,-0.821
466,medium_variant,5yearly,2055,-0.708
466,medium_variant,5yearly,2060,-0.613
466,medium_variant,5yearly,2065,-0.534
466,medium_variant,5yearly,2070,-0.467
466,medium_variant,5yearly,2075,-0.409
466,medium_variant,5yearly,2080,-0.359
466,medium_variant,5yearly,2085,-0.316
466,medium_variant,5yearly,2090,-0.278
466,medium_variant,5yearly,2095,-0.244
