country,variant,freq,year,netmigrationrateper1000pop
356,estimates,5yearly,1950,-0.054
356,estimates,5yearly,1955,-0.072
356,estimates,5yearly,1960,-0.036
356,estimates,5yearly,1965,-0.131
356,estimates,5yearly,1970,0.73
356,estimates,5yearly,1975,0.351
356,estimates,5yearly,1980,0.158
356,estimates,5yearly,1985,0.011
356,estimates,5yearly,1990,-0.121
356,estimates,5yearly,1995,-0.142
356,estimates,5yearly,2000,-0.355
356,estimates,5yearly,2005,-0.491
356,estimates,5yearly,2010,-0.406
356,medium_variant,5yearly,2015,-0.364
356,medium_variant,5yearly,2020,-0.282
356,medium_variant,5yearly,2025,-0.27
356,medium_variant,5yearly,2030,-0.26
356,medium_variant,5yearly,2035,-0.252
356,medium_variant,5yearly,2040,-0.247
356,medium_variant,5yearly,2045,-0.243
356,medium_variant,5yearly,2050,-0.228
356,medium_variant,5yearly,2055,-0.215
356,medium_variant,5yearly,2060,-0.203
356,medium_variant,5yearly,2065,-0.192
356,medium_variant,5yearly,2070,-0.181
356,medium_variant,5yearly,2075,-0.171
356,medium_variant,5yearly,2080,-0.161
356,medium_variant,5yearly,2085,-0.151
356,medium_variant,5yearly,2090,-0.141
356,medium_variant,5yearly,2095,-0.131
