country,variant,freq,year,netmigrationrateper1000pop
226,estimates,5yearly,1950,0
226,estimates,5yearly,1955,0
226,estimates,5yearly,1960,2.252
226,estimates,5yearly,1965,3.426
226,estimates,5yearly,1970,-49.447
226,estimates,5yearly,1975,-23.295
226,estimates,5yearly,1980,42.33
226,estimates,5yearly,1985,10.181
226,estimates,5yearly,1990,8.588
226,estimates,5yearly,1995,12.51
226,estimates,5yearly,2000,14.582
226,estimates,5yearly,2005,18.731
226,estimates,5yearly,2010,16.929
226,medium_variant,5yearly,2015,12.395
226,medium_variant,5yearly,2020,7.888
226,medium_variant,5yearly,2025,5.132
226,medium_variant,5yearly,2030,3.018
226,medium_variant,5yearly,2035,2.695
226,medium_variant,5yearly,2040,2.022
226,medium_variant,5yearly,2045,1.47
226,medium_variant,5yearly,2050,1.28
226,medium_variant,5yearly,2055,1.12
226,medium_variant,5yearly,2060,0.985
226,medium_variant,5yearly,2065,0.87
226,medium_variant,5yearly,2070,0.772
226,medium_variant,5yearly,2075,0.686
226,medium_variant,5yearly,2080,0.611
226,medium_variant,5yearly,2085,0.543
226,medium_variant,5yearly,2090,0.483
226,medium_variant,5yearly,2095,0.427
