country,variant,freq,year,netmigrationrateper1000pop
28,estimates,5yearly,1950,0.754
28,estimates,5yearly,1955,-16.493
28,estimates,5yearly,1960,-5.866
28,estimates,5yearly,1965,-5.083
28,estimates,5yearly,1970,-8.288
28,estimates,5yearly,1975,-9.629
28,estimates,5yearly,1980,-24.689
28,estimates,5yearly,1985,-22.361
28,estimates,5yearly,1990,7.461
28,estimates,5yearly,1995,11.25
28,estimates,5yearly,2000,-0.653
28,estimates,5yearly,2005,-0.2
28,estimates,5yearly,2010,-0.115
28,medium_variant,5yearly,2015,-0.109
28,medium_variant,5yearly,2020,-0.104
28,medium_variant,5yearly,2025,-0.1
28,medium_variant,5yearly,2030,-0.096
28,medium_variant,5yearly,2035,-0.093
28,medium_variant,5yearly,2040,-0.091
28,medium_variant,5yearly,2045,-0.09
28,medium_variant,5yearly,2050,-0.084
28,medium_variant,5yearly,2055,-0.079
28,medium_variant,5yearly,2060,-0.079
28,medium_variant,5yearly,2065,-0.069
28,medium_variant,5yearly,2070,-0.063
28,medium_variant,5yearly,2075,-0.06
28,medium_variant,5yearly,2080,-0.057
28,medium_variant,5yearly,2085,-0.051
28,medium_variant,5yearly,2090,-0.047
28,medium_variant,5yearly,2095,-0.045
28,estimates,5yearly,Regi,Antigua and Barbuda
28,medium_variant,5yearly,Regi,Antigua and Barbuda
