country,variant,freq,year,netmigrationrateper1000pop
191,estimates,5yearly,1950,-0.001
191,estimates,5yearly,1955,-0.001
191,estimates,5yearly,1960,0.087
191,estimates,5yearly,1965,-0.056
191,estimates,5yearly,1970,-0.825
191,estimates,5yearly,1975,0.821
191,estimates,5yearly,1980,2.335
191,estimates,5yearly,1985,1.102
191,estimates,5yearly,1990,-6.114
191,estimates,5yearly,1995,-8.32
191,estimates,5yearly,2000,-0.117
191,estimates,5yearly,2005,-0.482
191,estimates,5yearly,2010,-1.531
191,medium_variant,5yearly,2015,-1.916
191,medium_variant,5yearly,2020,-0.985
191,medium_variant,5yearly,2025,-0.405
191,medium_variant,5yearly,2030,-0.104
191,medium_variant,5yearly,2035,-0.107
191,medium_variant,5yearly,2040,-0.11
191,medium_variant,5yearly,2045,-0.114
191,medium_variant,5yearly,2050,-0.112
191,medium_variant,5yearly,2055,-0.109
191,medium_variant,5yearly,2060,-0.107
191,medium_variant,5yearly,2065,-0.104
191,medium_variant,5yearly,2070,-0.101
191,medium_variant,5yearly,2075,-0.098
191,medium_variant,5yearly,2080,-0.094
191,medium_variant,5yearly,2085,-0.089
191,medium_variant,5yearly,2090,-0.084
191,medium_variant,5yearly,2095,-0.079
191,estimates,5yearly,Regi,Croatia
191,medium_variant,5yearly,Regi,Croatia
