country,variant,freq,year,netmigrationrateper1000pop
458,estimates,5yearly,1950,-0.659
458,estimates,5yearly,1955,-1.482
458,estimates,5yearly,1960,-1.105
458,estimates,5yearly,1965,-2.65
458,estimates,5yearly,1970,-2.29
458,estimates,5yearly,1975,-0.107
458,estimates,5yearly,1980,-0.971
458,estimates,5yearly,1985,5.178
458,estimates,5yearly,1990,3.102
458,estimates,5yearly,1995,4.53
458,estimates,5yearly,2000,5.286
458,estimates,5yearly,2005,5.291
458,estimates,5yearly,2010,5.314
458,medium_variant,5yearly,2015,1.573
458,medium_variant,5yearly,2020,1.475
458,medium_variant,5yearly,2025,1.393
458,medium_variant,5yearly,2030,1.33
458,medium_variant,5yearly,2035,1.281
458,medium_variant,5yearly,2040,1.243
458,medium_variant,5yearly,2045,1.212
458,medium_variant,5yearly,2050,1.127
458,medium_variant,5yearly,2055,1.05
458,medium_variant,5yearly,2060,0.98
458,medium_variant,5yearly,2065,0.917
458,medium_variant,5yearly,2070,0.859
458,medium_variant,5yearly,2075,0.806
458,medium_variant,5yearly,2080,0.753
458,medium_variant,5yearly,2085,0.701
458,medium_variant,5yearly,2090,0.649
458,medium_variant,5yearly,2095,0.595
458,estimates,5yearly,Regi,Malaysia
458,medium_variant,5yearly,Regi,Malaysia
