country,variant,freq,year,netmigrationrateper1000pop
400,estimates,5yearly,1950,42.29
400,estimates,5yearly,1955,29.531
400,estimates,5yearly,1960,6.787
400,estimates,5yearly,1965,35.187
400,estimates,5yearly,1970,-3.142
400,estimates,5yearly,1975,-7.28
400,estimates,5yearly,1980,6.197
400,estimates,5yearly,1985,10.569
400,estimates,5yearly,1990,20.285
400,estimates,5yearly,1995,-6.207
400,estimates,5yearly,2000,-3.472
400,estimates,5yearly,2005,20.16
400,estimates,5yearly,2010,23.872
400,medium_variant,5yearly,2015,0.0
400,medium_variant,5yearly,2020,-11.528
400,medium_variant,5yearly,2025,-7.73
400,medium_variant,5yearly,2030,-2.961
400,medium_variant,5yearly,2035,-0.326
400,medium_variant,5yearly,2040,-0.306
400,medium_variant,5yearly,2045,-0.289
400,medium_variant,5yearly,2050,-0.262
400,medium_variant,5yearly,2055,-0.239
400,medium_variant,5yearly,2060,-0.218
400,medium_variant,5yearly,2065,-0.199
400,medium_variant,5yearly,2070,-0.183
400,medium_variant,5yearly,2075,-0.167
400,medium_variant,5yearly,2080,-0.153
400,medium_variant,5yearly,2085,-0.14
400,medium_variant,5yearly,2090,-0.127
400,medium_variant,5yearly,2095,-0.115
400,estimates,5yearly,Regi,Jordan
400,medium_variant,5yearly,Regi,Jordan
