country,variant,freq,year,netmigrationrateper1000pop
268,estimates,5yearly,1950,2.479
268,estimates,5yearly,1955,3.533
268,estimates,5yearly,1960,4.596
268,estimates,5yearly,1965,3.751
268,estimates,5yearly,1970,-3.064
268,estimates,5yearly,1975,-3.86
268,estimates,5yearly,1980,-1.87
268,estimates,5yearly,1985,-1.644
268,estimates,5yearly,1990,-20.865
268,estimates,5yearly,1995,-15.029
268,estimates,5yearly,2000,-12.055
268,estimates,5yearly,2005,-13.741
268,estimates,5yearly,2010,-14.922
268,medium_variant,5yearly,2015,-2.548
268,medium_variant,5yearly,2020,-2.588
268,medium_variant,5yearly,2025,-2.639
268,medium_variant,5yearly,2030,-2.699
268,medium_variant,5yearly,2035,-2.763
268,medium_variant,5yearly,2040,-2.831
268,medium_variant,5yearly,2045,-2.906
268,medium_variant,5yearly,2050,-2.841
268,medium_variant,5yearly,2055,-2.776
268,medium_variant,5yearly,2060,-2.707
268,medium_variant,5yearly,2065,-2.628
268,medium_variant,5yearly,2070,-2.539
268,medium_variant,5yearly,2075,-2.439
268,medium_variant,5yearly,2080,-2.329
268,medium_variant,5yearly,2085,-2.209
268,medium_variant,5yearly,2090,-2.079
268,medium_variant,5yearly,2095,-1.941
268,estimates,5yearly,Regi,Georgia
268,medium_variant,5yearly,Regi,Georgia
