country,variant,freq,year,netmigrationrateper1000pop
31,estimates,5yearly,1950,0
31,estimates,5yearly,1955,0
31,estimates,5yearly,1960,0
31,estimates,5yearly,1965,-1.637
31,estimates,5yearly,1970,-1.86
31,estimates,5yearly,1975,-1.707
31,estimates,5yearly,1980,-3.17
31,estimates,5yearly,1985,-4.646
31,estimates,5yearly,1990,-3.066
31,estimates,5yearly,1995,-2.814
31,estimates,5yearly,2000,0.877
31,estimates,5yearly,2005,1.22
31,estimates,5yearly,2010,0
31,medium_variant,5yearly,2015,0
31,medium_variant,5yearly,2020,0
31,medium_variant,5yearly,2025,0
31,medium_variant,5yearly,2030,0
31,medium_variant,5yearly,2035,0
31,medium_variant,5yearly,2040,0
31,medium_variant,5yearly,2045,0
31,medium_variant,5yearly,2050,0
31,medium_variant,5yearly,2055,0
31,medium_variant,5yearly,2060,0
31,medium_variant,5yearly,2065,0
31,medium_variant,5yearly,2070,0
31,medium_variant,5yearly,2075,0
31,medium_variant,5yearly,2080,0
31,medium_variant,5yearly,2085,0
31,medium_variant,5yearly,2090,0
31,medium_variant,5yearly,2095,0
