country,variant,freq,year,netmigrationrateper1000pop
332,estimates,5yearly,1950,-1.782
332,estimates,5yearly,1955,-1.897
332,estimates,5yearly,1960,-2.556
332,estimates,5yearly,1965,-2.584
332,estimates,5yearly,1970,-3.574
332,estimates,5yearly,1975,-3.62
332,estimates,5yearly,1980,-4.141
332,estimates,5yearly,1985,-4.005
332,estimates,5yearly,1990,-3.753
332,estimates,5yearly,1995,-3.543
332,estimates,5yearly,2000,-3.144
332,estimates,5yearly,2005,-2.866
332,estimates,5yearly,2010,-2.897
332,medium_variant,5yearly,2015,-3.17
332,medium_variant,5yearly,2020,-2.997
332,medium_variant,5yearly,2025,-2.854
332,medium_variant,5yearly,2030,-2.736
332,medium_variant,5yearly,2035,-2.642
332,medium_variant,5yearly,2040,-2.569
332,medium_variant,5yearly,2045,-2.515
332,medium_variant,5yearly,2050,-2.354
332,medium_variant,5yearly,2055,-2.212
332,medium_variant,5yearly,2060,-2.084
332,medium_variant,5yearly,2065,-1.968
332,medium_variant,5yearly,2070,-1.86
332,medium_variant,5yearly,2075,-1.757
332,medium_variant,5yearly,2080,-1.655
332,medium_variant,5yearly,2085,-1.555
332,medium_variant,5yearly,2090,-1.453
332,medium_variant,5yearly,2095,-1.348
