country,variant,freq,year,netmigrationrateper1000pop
470,estimates,5yearly,1950,-18.694
470,estimates,5yearly,1955,-17.753
470,estimates,5yearly,1960,-7.405
470,estimates,5yearly,1965,-7.862
470,estimates,5yearly,1970,-6.024
470,estimates,5yearly,1975,-2.953
470,estimates,5yearly,1980,1.674
470,estimates,5yearly,1985,0.65
470,estimates,5yearly,1990,2.034
470,estimates,5yearly,1995,3.284
470,estimates,5yearly,2000,2.749
470,estimates,5yearly,2005,3.223
470,estimates,5yearly,2010,4.479
470,medium_variant,5yearly,2015,2.089
470,medium_variant,5yearly,2020,1.831
470,medium_variant,5yearly,2025,1.365
470,medium_variant,5yearly,2030,0.913
470,medium_variant,5yearly,2035,0.922
470,medium_variant,5yearly,2040,0.935
470,medium_variant,5yearly,2045,0.948
470,medium_variant,5yearly,2050,0.912
470,medium_variant,5yearly,2055,0.875
470,medium_variant,5yearly,2060,0.838
470,medium_variant,5yearly,2065,0.803
470,medium_variant,5yearly,2070,0.769
470,medium_variant,5yearly,2075,0.736
470,medium_variant,5yearly,2080,0.697
470,medium_variant,5yearly,2085,0.656
470,medium_variant,5yearly,2090,0.612
470,medium_variant,5yearly,2095,0.564
470,estimates,5yearly,Regi,Malta
470,medium_variant,5yearly,Regi,Malta
