country,variant,freq,year,netmigrationrateper1000pop
430,estimates,5yearly,1950,-0.003
430,estimates,5yearly,1955,1.499
430,estimates,5yearly,1960,1.348
430,estimates,5yearly,1965,1.198
430,estimates,5yearly,1970,1.446
430,estimates,5yearly,1975,1.36
430,estimates,5yearly,1980,0
430,estimates,5yearly,1985,-37.298
430,estimates,5yearly,1990,-28.772
430,estimates,5yearly,1995,36.305
430,estimates,5yearly,2000,-3.254
430,estimates,5yearly,2005,9.742
430,estimates,5yearly,2010,-0.947
430,medium_variant,5yearly,2015,-1.041
430,medium_variant,5yearly,2020,-0.92
430,medium_variant,5yearly,2025,-0.815
430,medium_variant,5yearly,2030,-0.726
430,medium_variant,5yearly,2035,-0.651
430,medium_variant,5yearly,2040,-0.587
430,medium_variant,5yearly,2045,-0.534
430,medium_variant,5yearly,2050,-0.464
430,medium_variant,5yearly,2055,-0.404
430,medium_variant,5yearly,2060,-0.353
430,medium_variant,5yearly,2065,-0.31
430,medium_variant,5yearly,2070,-0.272
430,medium_variant,5yearly,2075,-0.24
430,medium_variant,5yearly,2080,-0.211
430,medium_variant,5yearly,2085,-0.186
430,medium_variant,5yearly,2090,-0.163
430,medium_variant,5yearly,2095,-0.143
