country,variant,freq,year,netmigrationrateper1000pop
50,estimates,5yearly,1950,-0.275
50,estimates,5yearly,1955,0.007
50,estimates,5yearly,1960,-0.547
50,estimates,5yearly,1965,-0.535
50,estimates,5yearly,1970,-8.736
50,estimates,5yearly,1975,-2.819
50,estimates,5yearly,1980,-1.803
50,estimates,5yearly,1985,-0.44
50,estimates,5yearly,1990,-1.42
50,estimates,5yearly,1995,-1.208
50,estimates,5yearly,2000,-2.242
50,estimates,5yearly,2005,-4.832
50,estimates,5yearly,2010,-3.225
50,medium_variant,5yearly,2015,-2.84
50,medium_variant,5yearly,2020,-1.724
50,medium_variant,5yearly,2025,-1.649
50,medium_variant,5yearly,2030,-1.591
50,medium_variant,5yearly,2035,-1.547
50,medium_variant,5yearly,2040,-1.515
50,medium_variant,5yearly,2045,-1.494
50,medium_variant,5yearly,2050,-1.408
50,medium_variant,5yearly,2055,-1.331
50,medium_variant,5yearly,2060,-1.262
50,medium_variant,5yearly,2065,-1.197
50,medium_variant,5yearly,2070,-1.137
50,medium_variant,5yearly,2075,-1.08
50,medium_variant,5yearly,2080,-1.024
50,medium_variant,5yearly,2085,-0.968
50,medium_variant,5yearly,2090,-0.911
50,medium_variant,5yearly,2095,-0.852
