country,variant,freq,year,netmigrationrateper1000pop
434,estimates,5yearly,1950,0.0
434,estimates,5yearly,1955,6.834
434,estimates,5yearly,1960,5.769
434,estimates,5yearly,1965,4.966
434,estimates,5yearly,1970,4.911
434,estimates,5yearly,1975,3.924
434,estimates,5yearly,1980,6.394
434,estimates,5yearly,1985,0.264
434,estimates,5yearly,1990,0.169
434,estimates,5yearly,1995,-2.227
434,estimates,5yearly,2000,-0.738
434,estimates,5yearly,2005,-3.964
434,estimates,5yearly,2010,-13.976
434,medium_variant,5yearly,2015,-0.31
434,medium_variant,5yearly,2020,-0.292
434,medium_variant,5yearly,2025,-0.278
434,medium_variant,5yearly,2030,-0.268
434,medium_variant,5yearly,2035,-0.259
434,medium_variant,5yearly,2040,-0.253
434,medium_variant,5yearly,2045,-0.248
434,medium_variant,5yearly,2050,-0.233
434,medium_variant,5yearly,2055,-0.22
434,medium_variant,5yearly,2060,-0.209
434,medium_variant,5yearly,2065,-0.198
434,medium_variant,5yearly,2070,-0.188
434,medium_variant,5yearly,2075,-0.177
434,medium_variant,5yearly,2080,-0.166
434,medium_variant,5yearly,2085,-0.155
434,medium_variant,5yearly,2090,-0.144
434,medium_variant,5yearly,2095,-0.133
434,estimates,5yearly,Regi,Libya
434,medium_variant,5yearly,Regi,Libya
