country,variant,freq,year,netmigrationrateper1000pop
729,estimates,5yearly,1950,0.0
729,estimates,5yearly,1955,0.0
729,estimates,5yearly,1960,0.0
729,estimates,5yearly,1965,0.0
729,estimates,5yearly,1970,0.357
729,estimates,5yearly,1975,2.702
729,estimates,5yearly,1980,2.774
729,estimates,5yearly,1985,1.606
729,estimates,5yearly,1990,5.907
729,estimates,5yearly,1995,-4.931
729,estimates,5yearly,2000,-3.755
729,estimates,5yearly,2005,-6.604
729,estimates,5yearly,2010,-3.228
729,medium_variant,5yearly,2015,-1.217
729,medium_variant,5yearly,2020,-0.216
729,medium_variant,5yearly,2025,-0.193
729,medium_variant,5yearly,2030,-0.173
729,medium_variant,5yearly,2035,-0.156
729,medium_variant,5yearly,2040,-0.142
729,medium_variant,5yearly,2045,-0.13
729,medium_variant,5yearly,2050,-0.114
729,medium_variant,5yearly,2055,-0.1
729,medium_variant,5yearly,2060,-0.088
729,medium_variant,5yearly,2065,-0.077
729,medium_variant,5yearly,2070,-0.068
729,medium_variant,5yearly,2075,-0.06
729,medium_variant,5yearly,2080,-0.054
729,medium_variant,5yearly,2085,-0.047
729,medium_variant,5yearly,2090,-0.042
729,medium_variant,5yearly,2095,-0.037
729,estimates,5yearly,Regi,Sudan
729,medium_variant,5yearly,Regi,Sudan
