country,variant,freq,year,netmigrationrateper1000pop
372,estimates,5yearly,1950,-10.066
372,estimates,5yearly,1955,-14.5
372,estimates,5yearly,1960,-7.725
372,estimates,5yearly,1965,-3.502
372,estimates,5yearly,1970,2.434
372,estimates,5yearly,1975,3.206
372,estimates,5yearly,1980,-2.9
372,estimates,5yearly,1985,-6.459
372,estimates,5yearly,1990,-0.59
372,estimates,5yearly,1995,4.448
372,estimates,5yearly,2000,9.921
372,estimates,5yearly,2005,8.966
372,estimates,5yearly,2010,-6.004
372,medium_variant,5yearly,2015,0.98
372,medium_variant,5yearly,2020,2.01
372,medium_variant,5yearly,2025,1.945
372,medium_variant,5yearly,2030,1.888
372,medium_variant,5yearly,2035,1.834
372,medium_variant,5yearly,2040,1.784
372,medium_variant,5yearly,2045,1.742
372,medium_variant,5yearly,2050,1.625
372,medium_variant,5yearly,2055,1.519
372,medium_variant,5yearly,2060,1.421
372,medium_variant,5yearly,2065,1.327
372,medium_variant,5yearly,2070,1.234
372,medium_variant,5yearly,2075,1.14
372,medium_variant,5yearly,2080,1.047
372,medium_variant,5yearly,2085,0.956
372,medium_variant,5yearly,2090,0.868
372,medium_variant,5yearly,2095,0.784
372,estimates,5yearly,Regi,Ireland
372,medium_variant,5yearly,Regi,Ireland
