country,variant,freq,year,netmigrationrateper1000pop
270,estimates,5yearly,1950,11.757
270,estimates,5yearly,1955,21.653
270,estimates,5yearly,1960,-1.682
270,estimates,5yearly,1965,0.056
270,estimates,5yearly,1970,3.88
270,estimates,5yearly,1975,-1.201
270,estimates,5yearly,1980,5.829
270,estimates,5yearly,1985,11.739
270,estimates,5yearly,1990,-2.986
270,estimates,5yearly,1995,-4.598
270,estimates,5yearly,2000,-2.054
270,estimates,5yearly,2005,-1.753
270,estimates,5yearly,2010,-1.469
270,medium_variant,5yearly,2015,-1.217
270,medium_variant,5yearly,2020,-1.055
270,medium_variant,5yearly,2025,-0.923
270,medium_variant,5yearly,2030,-0.815
270,medium_variant,5yearly,2035,-0.726
270,medium_variant,5yearly,2040,-0.654
270,medium_variant,5yearly,2045,-0.595
270,medium_variant,5yearly,2050,-0.52
270,medium_variant,5yearly,2055,-0.457
270,medium_variant,5yearly,2060,-0.404
270,medium_variant,5yearly,2065,-0.358
270,medium_variant,5yearly,2070,-0.319
270,medium_variant,5yearly,2075,-0.285
270,medium_variant,5yearly,2080,-0.255
270,medium_variant,5yearly,2085,-0.228
270,medium_variant,5yearly,2090,-0.204
270,medium_variant,5yearly,2095,-0.183
