country,variant,freq,year,netmigrationrateper1000pop
246,estimates,5yearly,1950,-1.578
246,estimates,5yearly,1955,-1.28
246,estimates,5yearly,1960,-2.887
246,estimates,5yearly,1965,-4.267
246,estimates,5yearly,1970,1.238
246,estimates,5yearly,1975,-1.236
246,estimates,5yearly,1980,1.08
246,estimates,5yearly,1985,0.738
246,estimates,5yearly,1990,1.867
246,estimates,5yearly,1995,0.86
246,estimates,5yearly,2000,1.223
246,estimates,5yearly,2005,2.167
246,estimates,5yearly,2010,3.002
246,medium_variant,5yearly,2015,2.531
246,medium_variant,5yearly,2020,2.489
246,medium_variant,5yearly,2025,2.454
246,medium_variant,5yearly,2030,2.43
246,medium_variant,5yearly,2035,2.414
246,medium_variant,5yearly,2040,2.403
246,medium_variant,5yearly,2045,2.392
246,medium_variant,5yearly,2050,2.261
246,medium_variant,5yearly,2055,2.128
246,medium_variant,5yearly,2060,1.997
246,medium_variant,5yearly,2065,1.867
246,medium_variant,5yearly,2070,1.74
246,medium_variant,5yearly,2075,1.616
246,medium_variant,5yearly,2080,1.495
246,medium_variant,5yearly,2085,1.376
246,medium_variant,5yearly,2090,1.258
246,medium_variant,5yearly,2095,1.141
