country,variant,freq,year,netmigrationrateper1000pop
642,estimates,5yearly,1950,-0.024
642,estimates,5yearly,1955,-0.022
642,estimates,5yearly,1960,-0.021
642,estimates,5yearly,1965,-0.02
642,estimates,5yearly,1970,-0.019
642,estimates,5yearly,1975,-0.903
642,estimates,5yearly,1980,-1.75
642,estimates,5yearly,1985,-1.717
642,estimates,5yearly,1990,-4.478
642,estimates,5yearly,1995,-5.411
642,estimates,5yearly,2000,-4.299
642,estimates,5yearly,2005,-7.4
642,estimates,5yearly,2010,-2.976
642,medium_variant,5yearly,2015,-1.528
642,medium_variant,5yearly,2020,-0.783
642,medium_variant,5yearly,2025,-0.428
642,medium_variant,5yearly,2030,-0.439
642,medium_variant,5yearly,2035,-0.452
642,medium_variant,5yearly,2040,-0.465
642,medium_variant,5yearly,2045,-0.48
642,medium_variant,5yearly,2050,-0.471
642,medium_variant,5yearly,2055,-0.462
642,medium_variant,5yearly,2060,-0.452
642,medium_variant,5yearly,2065,-0.441
642,medium_variant,5yearly,2070,-0.428
642,medium_variant,5yearly,2075,-0.412
642,medium_variant,5yearly,2080,-0.394
642,medium_variant,5yearly,2085,-0.374
642,medium_variant,5yearly,2090,-0.351
642,medium_variant,5yearly,2095,-0.327
642,estimates,5yearly,Regi,Romania
642,medium_variant,5yearly,Regi,Romania
