country,variant,freq,year,netmigrationrateper1000pop
686,estimates,5yearly,1950,2.495
686,estimates,5yearly,1955,2.929
686,estimates,5yearly,1960,2.903
686,estimates,5yearly,1965,4.359
686,estimates,5yearly,1970,2.854
686,estimates,5yearly,1975,-5.121
686,estimates,5yearly,1980,-2.819
686,estimates,5yearly,1985,-1.718
686,estimates,5yearly,1990,-1.718
686,estimates,5yearly,1995,-4.506
686,estimates,5yearly,2000,-2.86
686,estimates,5yearly,2005,-2.748
686,estimates,5yearly,2010,-1.434
686,medium_variant,5yearly,2015,-1.243
686,medium_variant,5yearly,2020,-1.088
686,medium_variant,5yearly,2025,-0.959
686,medium_variant,5yearly,2030,-0.851
686,medium_variant,5yearly,2035,-0.76
686,medium_variant,5yearly,2040,-0.682
686,medium_variant,5yearly,2045,-0.616
686,medium_variant,5yearly,2050,-0.533
686,medium_variant,5yearly,2055,-0.463
686,medium_variant,5yearly,2060,-0.403
686,medium_variant,5yearly,2065,-0.352
686,medium_variant,5yearly,2070,-0.308
686,medium_variant,5yearly,2075,-0.27
686,medium_variant,5yearly,2080,-0.236
686,medium_variant,5yearly,2085,-0.207
686,medium_variant,5yearly,2090,-0.181
686,medium_variant,5yearly,2095,-0.157
686,estimates,5yearly,Regi,Senegal
686,medium_variant,5yearly,Regi,Senegal
