country,variant,freq,year,netmigrationrateper1000pop
262,estimates,5yearly,1950,3.037
262,estimates,5yearly,1955,13.052
262,estimates,5yearly,1960,36.254
262,estimates,5yearly,1965,36.413
262,estimates,5yearly,1970,36.47
262,estimates,5yearly,1975,62.553
262,estimates,5yearly,1980,5.098
262,estimates,5yearly,1985,35.432
262,estimates,5yearly,1990,-14.745
262,estimates,5yearly,1995,2.964
262,estimates,5yearly,2000,-2.398
262,estimates,5yearly,2005,-0.367
262,estimates,5yearly,2010,1.35
262,medium_variant,5yearly,2015,0.934
262,medium_variant,5yearly,2020,0.87
262,medium_variant,5yearly,2025,0.818
262,medium_variant,5yearly,2030,0.775
262,medium_variant,5yearly,2035,0.742
262,medium_variant,5yearly,2040,0.716
262,medium_variant,5yearly,2045,0.697
262,medium_variant,5yearly,2050,0.648
262,medium_variant,5yearly,2055,0.605
262,medium_variant,5yearly,2060,0.567
262,medium_variant,5yearly,2065,0.532
262,medium_variant,5yearly,2070,0.501
262,medium_variant,5yearly,2075,0.471
262,medium_variant,5yearly,2080,0.442
262,medium_variant,5yearly,2085,0.413
262,medium_variant,5yearly,2090,0.383
262,medium_variant,5yearly,2095,0.354
