country,variant,freq,year,netmigrationrateper1000pop
148,estimates,5yearly,1950,0
148,estimates,5yearly,1955,-0.174
148,estimates,5yearly,1960,-0.317
148,estimates,5yearly,1965,-2.356
148,estimates,5yearly,1970,-2.538
148,estimates,5yearly,1975,-8.163
148,estimates,5yearly,1980,-5.467
148,estimates,5yearly,1985,0.051
148,estimates,5yearly,1990,-0.32
148,estimates,5yearly,1995,1.81
148,estimates,5yearly,2000,4.758
148,estimates,5yearly,2005,1.366
148,estimates,5yearly,2010,1.545
148,medium_variant,5yearly,2015,0.132
148,medium_variant,5yearly,2020,0
148,medium_variant,5yearly,2025,-0.099
148,medium_variant,5yearly,2030,-0.087
148,medium_variant,5yearly,2035,-0.077
148,medium_variant,5yearly,2040,-0.069
148,medium_variant,5yearly,2045,-0.062
148,medium_variant,5yearly,2050,-0.054
148,medium_variant,5yearly,2055,-0.047
148,medium_variant,5yearly,2060,-0.041
148,medium_variant,5yearly,2065,-0.036
148,medium_variant,5yearly,2070,-0.031
148,medium_variant,5yearly,2075,-0.027
148,medium_variant,5yearly,2080,-0.024
148,medium_variant,5yearly,2085,-0.021
148,medium_variant,5yearly,2090,-0.019
148,medium_variant,5yearly,2095,-0.016
