country,variant,freq,year,netmigrationrateper1000pop
533,estimates,5yearly,1950,-7.727
533,estimates,5yearly,1955,11.371
533,estimates,5yearly,1960,-15.499
533,estimates,5yearly,1965,-14.687
533,estimates,5yearly,1970,-11.817
533,estimates,5yearly,1975,-18.12
533,estimates,5yearly,1980,-6.241
533,estimates,5yearly,1985,-16.597
533,estimates,5yearly,1990,39.917
533,estimates,5yearly,1995,16.183
533,estimates,5yearly,2000,13.124
533,estimates,5yearly,2005,-0.875
533,estimates,5yearly,2010,2.433
533,medium_variant,5yearly,2015,1.905
533,medium_variant,5yearly,2020,1.497
533,medium_variant,5yearly,2025,1.188
533,medium_variant,5yearly,2030,0.947
533,medium_variant,5yearly,2035,0.761
533,medium_variant,5yearly,2040,0.614
533,medium_variant,5yearly,2045,0.501
533,medium_variant,5yearly,2050,0.484
533,medium_variant,5yearly,2055,0.462
533,medium_variant,5yearly,2060,0.441
533,medium_variant,5yearly,2065,0.416
533,medium_variant,5yearly,2070,0.394
533,medium_variant,5yearly,2075,0.37
533,medium_variant,5yearly,2080,0.348
533,medium_variant,5yearly,2085,0.324
533,medium_variant,5yearly,2090,0.302
533,medium_variant,5yearly,2095,0.279
533,estimates,5yearly,Regi,Aruba
533,medium_variant,5yearly,Regi,Aruba
