country,variant,freq,year,netmigrationrateper1000pop
364,estimates,5yearly,1950,-0.012
364,estimates,5yearly,1955,-0.019
364,estimates,5yearly,1960,-0.067
364,estimates,5yearly,1965,0.387
364,estimates,5yearly,1970,0.507
364,estimates,5yearly,1975,2.353
364,estimates,5yearly,1980,9.391
364,estimates,5yearly,1985,5.192
364,estimates,5yearly,1990,-7.178
364,estimates,5yearly,1995,1.942
364,estimates,5yearly,2000,-0.206
364,estimates,5yearly,2005,-1.515
364,estimates,5yearly,2010,-1.039
364,medium_variant,5yearly,2015,-0.675
364,medium_variant,5yearly,2020,-0.47
364,medium_variant,5yearly,2025,-0.456
364,medium_variant,5yearly,2030,-0.446
364,medium_variant,5yearly,2035,-0.439
364,medium_variant,5yearly,2040,-0.433
364,medium_variant,5yearly,2045,-0.429
364,medium_variant,5yearly,2050,-0.407
364,medium_variant,5yearly,2055,-0.389
364,medium_variant,5yearly,2060,-0.375
364,medium_variant,5yearly,2065,-0.362
364,medium_variant,5yearly,2070,-0.35
364,medium_variant,5yearly,2075,-0.337
364,medium_variant,5yearly,2080,-0.324
364,medium_variant,5yearly,2085,-0.308
364,medium_variant,5yearly,2090,-0.291
364,medium_variant,5yearly,2095,-0.272
364,estimates,5yearly,Regi,Iran (Islamic Republic of)
364,medium_variant,5yearly,Regi,Iran (Islamic Republic of)
