region,variant,freq,year,lifeexpectancyatbirth
941,estimates,5yearly,1950,36.1472708889528
941,estimates,5yearly,1955,38.6669813011379
941,estimates,5yearly,1960,40.9227250799476
941,estimates,5yearly,1965,43.2670147804814
941,estimates,5yearly,1970,44.2847935638295
941,estimates,5yearly,1975,45.8907759311543
941,estimates,5yearly,1980,48.8039650060544
941,estimates,5yearly,1985,50.6398095249484
941,estimates,5yearly,1990,51.5380124333129
941,estimates,5yearly,1995,53.8054629233329
941,estimates,5yearly,2000,56.4281424481257
941,estimates,5yearly,2005,59.8354721114143
941,estimates,5yearly,2010,62.6591132528256
941,medium_variant,5yearly,2015,64.5700770930086
941,medium_variant,5yearly,2020,66.1046519573069
941,medium_variant,5yearly,2025,67.502262725858
941,medium_variant,5yearly,2030,68.7849031817591
941,medium_variant,5yearly,2035,69.9615766640941
941,medium_variant,5yearly,2040,71.0576379462047
941,medium_variant,5yearly,2045,72.0844514284462
941,medium_variant,5yearly,2050,73.0411870344972
941,medium_variant,5yearly,2055,73.9122654117334
941,medium_variant,5yearly,2060,74.7077771695667
941,medium_variant,5yearly,2065,75.4448616906405
941,medium_variant,5yearly,2070,76.1265476494988
941,medium_variant,5yearly,2075,76.7595519134267
941,medium_variant,5yearly,2080,77.3621569724764
941,medium_variant,5yearly,2085,77.9465120020205
941,medium_variant,5yearly,2090,78.5236735485077
941,medium_variant,5yearly,2095,79.1038396252631
941,estimates,5yearly,Regi,Least developed countries
941,medium_variant,5yearly,Regi,Least developed countries
