agebroad,gender,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",female,Least developed countries,941,estimates,1950
0_1,female,7.276,941,estimates,1950
0_4,female,16.664,941,estimates,1950
0_14,female,41.051,941,estimates,1950
0_17,female,47.238,941,estimates,1950
0_19,female,51.124,941,estimates,1950
0_24,female,59.991,941,estimates,1950
3_4,female,6.082,941,estimates,1950
3_5,female,8.902,941,estimates,1950
3_6,female,11.602,941,estimates,1950
4_5,female,5.781,941,estimates,1950
4_6,female,8.481,941,estimates,1950
5_14,female,24.387,941,estimates,1950
5_10,female,15.43,941,estimates,1950
5_11,female,17.748,941,estimates,1950
6_9,female,10.24,941,estimates,1950
6_10,female,12.61,941,estimates,1950
6_11,female,14.928,941,estimates,1950
6_12,female,17.195,941,estimates,1950
7_10,female,9.91,941,estimates,1950
7_12,female,14.495,941,estimates,1950
11_16,female,13.127,941,estimates,1950
11_17,female,15.144,941,estimates,1950
11_18,female,17.112,941,estimates,1950
12_14,female,6.638,941,estimates,1950
12_16,female,10.809,941,estimates,1950
12_17,female,12.826,941,estimates,1950
12_18,female,14.794,941,estimates,1950
13_17,female,10.558,941,estimates,1950
13_18,female,12.526,941,estimates,1950
13_19,female,14.444,941,estimates,1950
15_17,female,6.187,941,estimates,1950
18_23,female,11.076,941,estimates,1950
15_24,female,18.94,941,estimates,1950
15_49,female,47.525,941,estimates,1950
15_59,female,53.445,941,estimates,1950
15_64,female,55.491,941,estimates,1950
20_64,female,45.418,941,estimates,1950
20_69,female,46.95,941,estimates,1950
25_49,female,28.585,941,estimates,1950
25_64,female,36.551,941,estimates,1950
25_69,female,38.084,941,estimates,1950
15plus,female,58.949,941,estimates,1950
16plus,female,56.841,941,estimates,1950
17plus,female,54.779,941,estimates,1950
18plus,female,52.762,941,estimates,1950
20plus,female,48.876,941,estimates,1950
21plus,female,47.007,941,estimates,1950
25plus,female,40.009,941,estimates,1950
50plus,female,11.424,941,estimates,1950
60plus,female,5.505,941,estimates,1950
65plus,female,3.458,941,estimates,1950
70plus,female,1.926,941,estimates,1950
75plus,female,0.895,941,estimates,1950
80plus,female,0.31,941,estimates,1950
85plus,female,0.077,941,estimates,1950
90plus,female,0.013,941,estimates,1950
total,female,100,941,estimates,1950
"Region, subregion, country or area *",male,Least developed countries,941,estimates,1950
0_1,male,7.277,941,estimates,1950
0_4,male,16.697,941,estimates,1950
0_14,male,41.259,941,estimates,1950
0_17,male,47.521,941,estimates,1950
0_19,male,51.451,941,estimates,1950
0_24,male,60.382,941,estimates,1950
3_4,male,6.106,941,estimates,1950
3_5,male,8.942,941,estimates,1950
3_6,male,11.659,941,estimates,1950
4_5,male,5.81,941,estimates,1950
4_6,male,8.526,941,estimates,1950
5_14,male,24.562,941,estimates,1950
5_10,male,15.533,941,estimates,1950
5_11,male,17.868,941,estimates,1950
6_9,male,10.309,941,estimates,1950
6_10,male,12.697,941,estimates,1950
6_11,male,15.032,941,estimates,1950
6_12,male,17.316,941,estimates,1950
7_10,male,9.98,941,estimates,1950
7_12,male,14.599,941,estimates,1950
11_16,male,13.247,941,estimates,1950
11_17,male,15.29,941,estimates,1950
11_18,male,17.282,941,estimates,1950
12_14,male,6.694,941,estimates,1950
12_16,male,10.913,941,estimates,1950
12_17,male,12.955,941,estimates,1950
12_18,male,14.948,941,estimates,1950
13_17,male,10.671,941,estimates,1950
13_18,male,12.663,941,estimates,1950
13_19,male,14.602,941,estimates,1950
15_17,male,6.261,941,estimates,1950
18_23,male,11.175,941,estimates,1950
15_24,male,19.123,941,estimates,1950
15_49,male,48.077,941,estimates,1950
15_59,male,53.739,941,estimates,1950
15_64,male,55.631,941,estimates,1950
20_64,male,45.439,941,estimates,1950
20_69,male,46.83,941,estimates,1950
25_49,male,28.953,941,estimates,1950
25_64,male,36.508,941,estimates,1950
25_69,male,37.899,941,estimates,1950
15plus,male,58.741,941,estimates,1950
16plus,male,56.61,941,estimates,1950
17plus,male,54.522,941,estimates,1950
18plus,male,52.479,941,estimates,1950
20plus,male,48.549,941,estimates,1950
21plus,male,46.662,941,estimates,1950
25plus,male,39.618,941,estimates,1950
50plus,male,10.664,941,estimates,1950
60plus,male,5.002,941,estimates,1950
65plus,male,3.11,941,estimates,1950
70plus,male,1.719,941,estimates,1950
75plus,male,0.781,941,estimates,1950
80plus,male,0.257,941,estimates,1950
85plus,male,0.055,941,estimates,1950
90plus,male,0.007,941,estimates,1950
total,male,100,941,estimates,1950
"Region, subregion, country or area *",female,Least developed countries,941,estimates,1951
0_1,female,7.366,941,estimates,1951
0_4,female,16.858,941,estimates,1951
0_14,female,41.293,941,estimates,1951
0_17,female,47.439,941,estimates,1951
0_19,female,51.305,941,estimates,1951
0_24,female,60.134,941,estimates,1951
3_4,female,6.146,941,estimates,1951
3_5,female,8.993,941,estimates,1951
3_6,female,11.716,941,estimates,1951
4_5,female,5.837,941,estimates,1951
4_6,female,8.56,941,estimates,1951
5_14,female,24.435,941,estimates,1951
5_10,female,15.522,941,estimates,1951
5_11,female,17.828,941,estimates,1951
6_9,female,10.307,941,estimates,1951
6_10,female,12.675,941,estimates,1951
6_11,female,14.981,941,estimates,1951
6_12,female,17.235,941,estimates,1951
7_10,female,9.952,941,estimates,1951
7_12,female,14.513,941,estimates,1951
11_16,female,13.057,941,estimates,1951
11_17,female,15.059,941,estimates,1951
11_18,female,17.017,941,estimates,1951
12_14,female,6.607,941,estimates,1951
12_16,female,10.751,941,estimates,1951
12_17,female,12.753,941,estimates,1951
12_18,female,14.71,941,estimates,1951
13_17,female,10.499,941,estimates,1951
13_18,female,12.456,941,estimates,1951
13_19,female,14.365,941,estimates,1951
15_17,female,6.146,941,estimates,1951
18_23,female,11.024,941,estimates,1951
15_24,female,18.841,941,estimates,1951
15_49,female,47.362,941,estimates,1951
15_59,female,53.266,941,estimates,1951
15_64,female,55.288,941,estimates,1951
20_64,female,45.276,941,estimates,1951
20_69,female,46.777,941,estimates,1951
25_49,female,28.52,941,estimates,1951
25_64,female,36.447,941,estimates,1951
25_69,female,37.948,941,estimates,1951
15plus,female,58.707,941,estimates,1951
16plus,female,56.611,941,estimates,1951
17plus,female,54.563,941,estimates,1951
18plus,female,52.561,941,estimates,1951
20plus,female,48.695,941,estimates,1951
21plus,female,46.835,941,estimates,1951
25plus,female,39.866,941,estimates,1951
50plus,female,11.345,941,estimates,1951
60plus,female,5.441,941,estimates,1951
65plus,female,3.419,941,estimates,1951
70plus,female,1.918,941,estimates,1951
75plus,female,0.909,941,estimates,1951
80plus,female,0.33,941,estimates,1951
85plus,female,0.085,941,estimates,1951
90plus,female,0.015,941,estimates,1951
total,female,100,941,estimates,1951
"Region, subregion, country or area *",male,Least developed countries,941,estimates,1951
0_1,male,7.372,941,estimates,1951
0_4,male,16.89,941,estimates,1951
0_14,male,41.515,941,estimates,1951
0_17,male,47.73,941,estimates,1951
0_19,male,51.644,941,estimates,1951
0_24,male,60.54,941,estimates,1951
3_4,male,6.168,941,estimates,1951
3_5,male,9.029,941,estimates,1951
3_6,male,11.77,941,estimates,1951
4_5,male,5.864,941,estimates,1951
4_6,male,8.604,941,estimates,1951
5_14,male,24.625,941,estimates,1951
5_10,male,15.635,941,estimates,1951
5_11,male,17.961,941,estimates,1951
6_9,male,10.384,941,estimates,1951
6_10,male,12.773,941,estimates,1951
6_11,male,15.099,941,estimates,1951
6_12,male,17.372,941,estimates,1951
7_10,male,10.033,941,estimates,1951
7_12,male,14.632,941,estimates,1951
11_16,male,13.178,941,estimates,1951
11_17,male,15.205,941,estimates,1951
11_18,male,17.187,941,estimates,1951
12_14,male,6.664,941,estimates,1951
12_16,male,10.852,941,estimates,1951
12_17,male,12.879,941,estimates,1951
12_18,male,14.861,941,estimates,1951
13_17,male,10.606,941,estimates,1951
13_18,male,12.588,941,estimates,1951
13_19,male,14.52,941,estimates,1951
15_17,male,6.215,941,estimates,1951
18_23,male,11.129,941,estimates,1951
15_24,male,19.024,941,estimates,1951
15_49,male,47.89,941,estimates,1951
15_59,male,53.549,941,estimates,1951
15_64,male,55.42,941,estimates,1951
20_64,male,45.291,941,estimates,1951
20_69,male,46.65,941,estimates,1951
25_49,male,28.866,941,estimates,1951
25_64,male,36.395,941,estimates,1951
25_69,male,37.754,941,estimates,1951
15plus,male,58.485,941,estimates,1951
16plus,male,56.367,941,estimates,1951
17plus,male,54.297,941,estimates,1951
18plus,male,52.27,941,estimates,1951
20plus,male,48.356,941,estimates,1951
