continent,year,variant,gender,freq,age5yearinterval,totaldeaths
903,1950,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1950,estimates,female,5yearly,0_4,8401.94
903,1950,estimates,male,5yearly,0_4,9347.559
903,1950,estimates,female,5yearly,5_9,772.306
903,1950,estimates,male,5yearly,5_9,769.708
903,1950,estimates,female,5yearly,10_14,436.702
903,1950,estimates,male,5yearly,10_14,431.325
903,1950,estimates,female,5yearly,15_19,395.742
903,1950,estimates,male,5yearly,15_19,418.636
903,1950,estimates,female,5yearly,20_24,436.172
903,1950,estimates,male,5yearly,20_24,502.401
903,1950,estimates,female,5yearly,25_29,425.923
903,1950,estimates,male,5yearly,25_29,476.949
903,1950,estimates,female,5yearly,30_34,404.96
903,1950,estimates,male,5yearly,30_34,425.278
903,1950,estimates,female,5yearly,35_39,380.778
903,1950,estimates,male,5yearly,35_39,410.58
903,1950,estimates,female,5yearly,40_44,348.672
903,1950,estimates,male,5yearly,40_44,413.528
903,1950,estimates,female,5yearly,45_49,331.35
903,1950,estimates,male,5yearly,45_49,422.084
903,1950,estimates,female,5yearly,50_54,351.171
903,1950,estimates,male,5yearly,50_54,437.808
903,1950,estimates,female,5yearly,55_59,403.775
903,1950,estimates,male,5yearly,55_59,464.932
903,1950,estimates,female,5yearly,60_64,475.32
903,1950,estimates,male,5yearly,60_64,497.398
903,1950,estimates,female,5yearly,65_69,539.613
903,1950,estimates,male,5yearly,65_69,519.335
903,1950,estimates,female,5yearly,70_74,550.902
903,1950,estimates,male,5yearly,70_74,498.852
903,1950,estimates,female,5yearly,75_79,461.05
903,1950,estimates,male,5yearly,75_79,390.051
903,1950,estimates,female,5yearly,80_84,290.475
903,1950,estimates,male,5yearly,80_84,231.448
903,1950,estimates,female,5yearly,85_89,121.72
903,1950,estimates,male,5yearly,85_89,90.965
903,1950,estimates,female,5yearly,90_94,36.205
903,1950,estimates,male,5yearly,90_94,23.045
903,1950,estimates,female,5yearly,95plus,7.91
903,1950,estimates,male,5yearly,95plus,3.774
903,1955,estimates,female,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,male,5yearly,"Region, subregion, country or area *",AFRICA
903,1955,estimates,female,5yearly,0_4,8479.949
903,1955,estimates,male,5yearly,0_4,9465.763
903,1955,estimates,female,5yearly,5_9,787.275
903,1955,estimates,male,5yearly,5_9,788.846
903,1955,estimates,female,5yearly,10_14,443.481
903,1955,estimates,male,5yearly,10_14,441.026
903,1955,estimates,female,5yearly,15_19,400.446
903,1955,estimates,male,5yearly,15_19,424.823
903,1955,estimates,female,5yearly,20_24,440.988
903,1955,estimates,male,5yearly,20_24,507.011
903,1955,estimates,female,5yearly,25_29,433.492
903,1955,estimates,male,5yearly,25_29,484.071
903,1955,estimates,female,5yearly,30_34,413.301
903,1955,estimates,male,5yearly,30_34,433.635
903,1955,estimates,female,5yearly,35_39,389.594
903,1955,estimates,male,5yearly,35_39,419.817
903,1955,estimates,female,5yearly,40_44,356.628
903,1955,estimates,male,5yearly,40_44,422.512
903,1955,estimates,female,5yearly,45_49,340.84
903,1955,estimates,male,5yearly,45_49,434.574
903,1955,estimates,female,5yearly,50_54,362.969
903,1955,estimates,male,5yearly,50_54,457.285
903,1955,estimates,female,5yearly,55_59,418.889
903,1955,estimates,male,5yearly,55_59,486.613
903,1955,estimates,female,5yearly,60_64,495.441
