region,year,variant,freq,age5yearinterval,noofbirthbymother
922,1950,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1950,estimates,5yearly,15_19,1515.514
922,1950,estimates,5yearly,20_24,3752.133
922,1950,estimates,5yearly,25_29,3203.724
922,1950,estimates,5yearly,30_34,1982.415
922,1950,estimates,5yearly,35_39,1322.136
922,1950,estimates,5yearly,40_44,614.26
922,1950,estimates,5yearly,45_49,160.679
922,1955,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1955,estimates,5yearly,15_19,1570.633
922,1955,estimates,5yearly,20_24,3973.805
922,1955,estimates,5yearly,25_29,3679.389
922,1955,estimates,5yearly,30_34,2343.448
922,1955,estimates,5yearly,35_39,1384.378
922,1955,estimates,5yearly,40_44,594.091
922,1955,estimates,5yearly,45_49,161.945
922,1960,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1960,estimates,5yearly,15_19,1764.761
922,1960,estimates,5yearly,20_24,4215.236
922,1960,estimates,5yearly,25_29,4000.898
922,1960,estimates,5yearly,30_34,2752.222
922,1960,estimates,5yearly,35_39,1642.973
922,1960,estimates,5yearly,40_44,634.617
922,1960,estimates,5yearly,45_49,156.83
922,1965,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1965,estimates,5yearly,15_19,2156.058
922,1965,estimates,5yearly,20_24,4604.41
922,1965,estimates,5yearly,25_29,4110.441
922,1965,estimates,5yearly,30_34,2935.517
922,1965,estimates,5yearly,35_39,1840.161
922,1965,estimates,5yearly,40_44,725.417
922,1965,estimates,5yearly,45_49,172.446
922,1970,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1970,estimates,5yearly,15_19,2396.957
922,1970,estimates,5yearly,20_24,5517.44
922,1970,estimates,5yearly,25_29,4385.048
922,1970,estimates,5yearly,30_34,2966.972
922,1970,estimates,5yearly,35_39,1912.637
922,1970,estimates,5yearly,40_44,805.163
922,1970,estimates,5yearly,45_49,202.44
922,1975,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1975,estimates,5yearly,15_19,2527.516
922,1975,estimates,5yearly,20_24,6266.257
922,1975,estimates,5yearly,25_29,5163.007
922,1975,estimates,5yearly,30_34,3086.515
922,1975,estimates,5yearly,35_39,1826.839
922,1975,estimates,5yearly,40_44,840.48
922,1975,estimates,5yearly,45_49,244.531
922,1980,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1980,estimates,5yearly,15_19,2659.773
922,1980,estimates,5yearly,20_24,6733.743
922,1980,estimates,5yearly,25_29,5905.277
922,1980,estimates,5yearly,30_34,3625.109
922,1980,estimates,5yearly,35_39,1922.478
922,1980,estimates,5yearly,40_44,868.211
922,1980,estimates,5yearly,45_49,268.181
922,1985,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1985,estimates,5yearly,15_19,2643.497
922,1985,estimates,5yearly,20_24,6949.831
922,1985,estimates,5yearly,25_29,6175.003
922,1985,estimates,5yearly,30_34,4061.572
922,1985,estimates,5yearly,35_39,2156.043
922,1985,estimates,5yearly,40_44,868.922
922,1985,estimates,5yearly,45_49,267.433
922,1990,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1990,estimates,5yearly,15_19,2661.028
922,1990,estimates,5yearly,20_24,6970.354
922,1990,estimates,5yearly,25_29,6337.889
922,1990,estimates,5yearly,30_34,4253.592
922,1990,estimates,5yearly,35_39,2324.084
922,1990,estimates,5yearly,40_44,919.936
922,1990,estimates,5yearly,45_49,245.601
922,1995,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,1995,estimates,5yearly,15_19,2584.976
922,1995,estimates,5yearly,20_24,7002.53
922,1995,estimates,5yearly,25_29,6586.056
922,1995,estimates,5yearly,30_34,4456.941
922,1995,estimates,5yearly,35_39,2423.954
922,1995,estimates,5yearly,40_44,922.478
922,1995,estimates,5yearly,45_49,242.895
922,2000,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,2000,estimates,5yearly,15_19,2357.245
922,2000,estimates,5yearly,20_24,6981.339
922,2000,estimates,5yearly,25_29,7175.404
922,2000,estimates,5yearly,30_34,4607.647
922,2000,estimates,5yearly,35_39,2474.457
922,2000,estimates,5yearly,40_44,892.209
922,2000,estimates,5yearly,45_49,229.373
922,2005,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,2005,estimates,5yearly,15_19,2369.459
922,2005,estimates,5yearly,20_24,7097.12
922,2005,estimates,5yearly,25_29,7847.797
922,2005,estimates,5yearly,30_34,5174.832
922,2005,estimates,5yearly,35_39,2712.903
922,2005,estimates,5yearly,40_44,872.44
922,2005,estimates,5yearly,45_49,199.762
922,2010,estimates,5yearly,"Region, subregion, country or area *",Western Asia
922,2010,estimates,5yearly,15_19,2308.641
922,2010,estimates,5yearly,20_24,7023.023
922,2010,estimates,5yearly,25_29,8251.205
922,2010,estimates,5yearly,30_34,5971.892
922,2010,estimates,5yearly,35_39,3205.439
922,2010,estimates,5yearly,40_44,972.246
922,2010,estimates,5yearly,45_49,217.028
922,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,high_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,low_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,medium_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,momentum,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,no_change,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,zero_migration,5yearly,"Region, subregion, country or area *",Western Asia
922,2015,constant_fertility,5yearly,15_19,2431.849
922,2015,constant_mortality,5yearly,15_19,2239.365
922,2015,high_variant,5yearly,15_19,2424.18
922,2015,instant_replacement,5yearly,15_19,1585.223
922,2015,low_variant,5yearly,15_19,2055.673
922,2015,medium_variant,5yearly,15_19,2239.934
922,2015,momentum,5yearly,15_19,1596.339
922,2015,no_change,5yearly,15_19,2431.23
922,2015,zero_migration,5yearly,15_19,2242.37
922,2015,constant_fertility,5yearly,20_24,7374.772
922,2015,constant_mortality,5yearly,20_24,6688.103
922,2015,high_variant,5yearly,20_24,7279.967
922,2015,instant_replacement,5yearly,20_24,5051.079
922,2015,low_variant,5yearly,20_24,6100.308
922,2015,medium_variant,5yearly,20_24,6690.121
922,2015,momentum,5yearly,20_24,5072.822
922,2015,no_change,5yearly,20_24,7372.56
922,2015,zero_migration,5yearly,20_24,6693.279
922,2015,constant_fertility,5yearly,25_29,8823.897
922,2015,constant_mortality,5yearly,25_29,8233.606
922,2015,high_variant,5yearly,25_29,9006.79
922,2015,instant_replacement,5yearly,25_29,6557.367
922,2015,low_variant,5yearly,25_29,7465.521
922,2015,medium_variant,5yearly,25_29,8236.154
922,2015,momentum,5yearly,25_29,6509.206
922,2015,no_change,5yearly,25_29,8821.105
922,2015,zero_migration,5yearly,25_29,8160.088
922,2015,constant_fertility,5yearly,30_34,6589.737
922,2015,constant_mortality,5yearly,30_34,6314.284
922,2015,high_variant,5yearly,30_34,6907.714
922,2015,instant_replacement,5yearly,30_34,5022.808
922,2015,low_variant,5yearly,30_34,5725.098
922,2015,medium_variant,5yearly,30_34,6316.42
922,2015,momentum,5yearly,30_34,5008.219
922,2015,no_change,5yearly,30_34,6587.43
922,2015,zero_migration,5yearly,30_34,6279.315
922,2015,constant_fertility,5yearly,35_39,3690.022
922,2015,constant_mortality,5yearly,35_39,3492.278
922,2015,high_variant,5yearly,35_39,3815.17
922,2015,instant_replacement,5yearly,35_39,2729.961
922,2015,low_variant,5yearly,35_39,3172.126
922,2015,medium_variant,5yearly,35_39,3493.645
922,2015,momentum,5yearly,35_39,2755.643
922,2015,no_change,5yearly,35_39,3688.538
922,2015,zero_migration,5yearly,35_39,3509.038
922,2015,constant_fertility,5yearly,40_44,1176.709
922,2015,constant_mortality,5yearly,40_44,1015.829
922,2015,high_variant,5yearly,40_44,1105.296
922,2015,instant_replacement,5yearly,40_44,756.224
922,2015,low_variant,5yearly,40_44,927.404
922,2015,medium_variant,5yearly,40_44,1016.347
922,2015,momentum,5yearly,40_44,768.753
922,2015,no_change,5yearly,40_44,1176.105
922,2015,zero_migration,5yearly,40_44,1026.327
922,2015,constant_fertility,5yearly,45_49,269.644
922,2015,constant_mortality,5yearly,45_49,217.34
922,2015,high_variant,5yearly,45_49,237.228
922,2015,instant_replacement,5yearly,45_49,167.722
922,2015,low_variant,5yearly,45_49,197.706
922,2015,medium_variant,5yearly,45_49,217.469
922,2015,momentum,5yearly,45_49,170.677
922,2015,no_change,5yearly,45_49,269.473
922,2015,zero_migration,5yearly,45_49,219.88
922,2020,constant_fertility,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,constant_mortality,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,high_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,instant_replacement,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,low_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,medium_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,momentum,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,no_change,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,zero_migration,5yearly,"Region, subregion, country or area *",Western Asia
922,2020,constant_fertility,5yearly,15_19,2606.011
922,2020,constant_mortality,5yearly,15_19,2230.936
922,2020,high_variant,5yearly,15_19,2536.445
922,2020,instant_replacement,5yearly,15_19,1623.815
922,2020,low_variant,5yearly,15_19,1929.778
922,2020,medium_variant,5yearly,15_19,2233.103
922,2020,momentum,5yearly,15_19,1647.797
922,2020,no_change,5yearly,15_19,2603.454
922,2020,zero_migration,5yearly,15_19,2239.654
922,2020,constant_fertility,5yearly,20_24,7782.806
922,2020,constant_mortality,5yearly,20_24,6456.916
922,2020,high_variant,5yearly,20_24,7407.113
922,2020,instant_replacement,5yearly,20_24,5022.003
922,2020,low_variant,5yearly,20_24,5521.15
922,2020,medium_variant,5yearly,20_24,6464.14
922,2020,momentum,5yearly,20_24,5073.214
922,2020,no_change,5yearly,20_24,7774.203
922,2020,zero_migration,5yearly,20_24,6480.918
922,2020,constant_fertility,5yearly,25_29,9315.636
922,2020,constant_mortality,5yearly,25_29,8144.591
922,2020,high_variant,5yearly,25_29,9432.312
922,2020,instant_replacement,5yearly,25_29,6767.52
922,2020,low_variant,5yearly,25_29,6875.724
922,2020,medium_variant,5yearly,25_29,8154.027
922,2020,momentum,5yearly,25_29,6682.39
922,2020,no_change,5yearly,25_29,9304.436
922,2020,zero_migration,5yearly,25_29,8032.235
922,2020,constant_fertility,5yearly,30_34,7095.414
922,2020,constant_mortality,5yearly,30_34,6546.162
922,2020,high_variant,5yearly,30_34,7590.897
922,2020,instant_replacement,5yearly,30_34,5481.157
922,2020,low_variant,5yearly,30_34,5518.051
922,2020,medium_variant,5yearly,30_34,6554.457
922,2020,momentum,5yearly,30_34,5392.116
922,2020,no_change,5yearly,30_34,7085.837
922,2020,zero_migration,5yearly,30_34,6420.472
922,2020,constant_fertility,5yearly,35_39,4096.925
922,2020,constant_mortality,5yearly,35_39,3686.525
922,2020,high_variant,5yearly,35_39,4271.294
922,2020,instant_replacement,5yearly,35_39,3063.578
922,2020,low_variant,5yearly,35_39,3112.45
922,2020,medium_variant,5yearly,35_39,3691.877
922,2020,momentum,5yearly,35_39,3059.962
922,2020,no_change,5yearly,35_39,4090.681
922,2020,zero_migration,5yearly,35_39,3658.468
922,2020,constant_fertility,5yearly,40_44,1373.454
922,2020,constant_mortality,5yearly,40_44,1037.596
922,2020,high_variant,5yearly,40_44,1195.101
922,2020,instant_replacement,5yearly,40_44,823.874
922,2020,low_variant,5yearly,40_44,883.91
922,2020,medium_variant,5yearly,40_44,1039.507
922,2020,momentum,5yearly,40_44,842.675
922,2020,no_change,5yearly,40_44,1370.859
922,2020,zero_migration,5yearly,40_44,1050.462
922,2020,constant_fertility,5yearly,45_49,335.788
922,2020,constant_mortality,5yearly,45_49,220.143
922,2020,high_variant,5yearly,45_49,255.507
922,2020,instant_replacement,5yearly,45_49,184.027
922,2020,low_variant,5yearly,45_49,185.692
922,2020,medium_variant,5yearly,45_49,220.606
922,2020,momentum,5yearly,45_49,190.715
922,2020,no_change,5yearly,45_49,335.038
922,2020,zero_migration,5yearly,45_49,225.944
922,2025,constant_fertility,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,constant_mortality,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,high_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,instant_replacement,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,low_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,medium_variant,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,momentum,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,no_change,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,zero_migration,5yearly,"Region, subregion, country or area *",Western Asia
922,2025,constant_fertility,5yearly,15_19,2830.929
922,2025,constant_mortality,5yearly,15_19,2283.009
922,2025,high_variant,5yearly,15_19,2688.611
