region,year,variant,freq,age5yearinterval,noofbirthbymother
934,1950,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1950,estimates,5yearly,15_19,38291.276
934,1950,estimates,5yearly,20_24,90675.921
934,1950,estimates,5yearly,25_29,86537.813
934,1950,estimates,5yearly,30_34,64336.474
934,1950,estimates,5yearly,35_39,42685.17
934,1950,estimates,5yearly,40_44,19305.485
934,1950,estimates,5yearly,45_49,4147.127
934,1955,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1955,estimates,5yearly,15_19,37514.352
934,1955,estimates,5yearly,20_24,95748.99
934,1955,estimates,5yearly,25_29,93229.221
934,1955,estimates,5yearly,30_34,68981.694
934,1955,estimates,5yearly,35_39,43948.092
934,1955,estimates,5yearly,40_44,19735.544
934,1955,estimates,5yearly,45_49,4249.536
934,1960,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1960,estimates,5yearly,15_19,41065.587
934,1960,estimates,5yearly,20_24,106194.602
934,1960,estimates,5yearly,25_29,106187.139
934,1960,estimates,5yearly,30_34,80361.314
934,1960,estimates,5yearly,35_39,51196.322
934,1960,estimates,5yearly,40_44,21048.275
934,1960,estimates,5yearly,45_49,4267.047
934,1965,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1965,estimates,5yearly,15_19,46801.177
934,1965,estimates,5yearly,20_24,118680.99
934,1965,estimates,5yearly,25_29,113637.757
934,1965,estimates,5yearly,30_34,85714.175
934,1965,estimates,5yearly,35_39,53039.883
934,1965,estimates,5yearly,40_44,22314.226
934,1965,estimates,5yearly,45_49,4360.2
934,1970,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1970,estimates,5yearly,15_19,48785.342
934,1970,estimates,5yearly,20_24,134640.088
934,1970,estimates,5yearly,25_29,117217.413
934,1970,estimates,5yearly,30_34,78588.695
934,1970,estimates,5yearly,35_39,48124.152
934,1970,estimates,5yearly,40_44,20042.428
934,1970,estimates,5yearly,45_49,4281.398
934,1975,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1975,estimates,5yearly,15_19,50904.99
934,1975,estimates,5yearly,20_24,142907.023
934,1975,estimates,5yearly,25_29,122832.476
934,1975,estimates,5yearly,30_34,70119.582
934,1975,estimates,5yearly,35_39,37441.22
934,1975,estimates,5yearly,40_44,15994.831
934,1975,estimates,5yearly,45_49,3875.824
934,1980,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1980,estimates,5yearly,15_19,56219.349
934,1980,estimates,5yearly,20_24,162058.333
934,1980,estimates,5yearly,25_29,138221.563
934,1980,estimates,5yearly,30_34,69266.38
934,1980,estimates,5yearly,35_39,32755.232
934,1980,estimates,5yearly,40_44,13358.225
934,1980,estimates,5yearly,45_49,3378.149
934,1985,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1985,estimates,5yearly,15_19,59456.683
934,1985,estimates,5yearly,20_24,187665.856
934,1985,estimates,5yearly,25_29,143664.243
934,1985,estimates,5yearly,30_34,75782.057
934,1985,estimates,5yearly,35_39,34799.407
934,1985,estimates,5yearly,40_44,12401.937
934,1985,estimates,5yearly,45_49,3155.135
934,1990,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1990,estimates,5yearly,15_19,56812.902
934,1990,estimates,5yearly,20_24,168943.301
934,1990,estimates,5yearly,25_29,141757.576
934,1990,estimates,5yearly,30_34,72202.252
934,1990,estimates,5yearly,35_39,33302.852
934,1990,estimates,5yearly,40_44,11976.433
934,1990,estimates,5yearly,45_49,2609.975
934,1995,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,1995,estimates,5yearly,15_19,52739.646
934,1995,estimates,5yearly,20_24,156686.56
934,1995,estimates,5yearly,25_29,135334.241
934,1995,estimates,5yearly,30_34,71743.778
934,1995,estimates,5yearly,35_39,32593.035
934,1995,estimates,5yearly,40_44,11594.671
934,1995,estimates,5yearly,45_49,2764.849
934,2000,estimates,5yearly,"Region, subregion, country or area *","Less developed regions, excluding least developed countries"
934,2000,estimates,5yearly,15_19,49516.46
934,2000,estimates,5yearly,20_24,156058.528
934,2000,estimates,5yearly,25_29,134911.034
934,2000,estimates,5yearly,30_34,75437.025
