region,year,variant,freq,age5yearinterval,noofbirthbymother
1517,1950,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1950,estimates,5yearly,15_19,41821.147
1517,1950,estimates,5yearly,20_24,100710.763
1517,1950,estimates,5yearly,25_29,96671.69
1517,1950,estimates,5yearly,30_34,69654.299
1517,1950,estimates,5yearly,35_39,45810.799
1517,1950,estimates,5yearly,40_44,20711.577
1517,1950,estimates,5yearly,45_49,4414.527
1517,1955,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1955,estimates,5yearly,15_19,41679.377
1517,1955,estimates,5yearly,20_24,106077.373
1517,1955,estimates,5yearly,25_29,102272.792
1517,1955,estimates,5yearly,30_34,75304.359
1517,1955,estimates,5yearly,35_39,46828.333
1517,1955,estimates,5yearly,40_44,20728.002
1517,1955,estimates,5yearly,45_49,4475.123
1517,1960,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1960,estimates,5yearly,15_19,45678.421
1517,1960,estimates,5yearly,20_24,116328.576
1517,1960,estimates,5yearly,25_29,114377.638
1517,1960,estimates,5yearly,30_34,86015.95
1517,1960,estimates,5yearly,35_39,54378.687
1517,1960,estimates,5yearly,40_44,22050.627
1517,1960,estimates,5yearly,45_49,4504.854
1517,1965,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1965,estimates,5yearly,15_19,52400.36
1517,1965,estimates,5yearly,20_24,128496.922
1517,1965,estimates,5yearly,25_29,120325.195
1517,1965,estimates,5yearly,30_34,91152.479
1517,1965,estimates,5yearly,35_39,56280.828
1517,1965,estimates,5yearly,40_44,23522.937
1517,1965,estimates,5yearly,45_49,4597.066
1517,1970,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1970,estimates,5yearly,15_19,55211.925
1517,1970,estimates,5yearly,20_24,146832.199
1517,1970,estimates,5yearly,25_29,123769.922
1517,1970,estimates,5yearly,30_34,83820.682
1517,1970,estimates,5yearly,35_39,51624.452
1517,1970,estimates,5yearly,40_44,21345.415
1517,1970,estimates,5yearly,45_49,4553.716
1517,1975,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1975,estimates,5yearly,15_19,58168.034
1517,1975,estimates,5yearly,20_24,156322.863
1517,1975,estimates,5yearly,25_29,130813.638
1517,1975,estimates,5yearly,30_34,75564.442
1517,1975,estimates,5yearly,35_39,40941.047
1517,1975,estimates,5yearly,40_44,17467.099
1517,1975,estimates,5yearly,45_49,4171.306
1517,1980,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1980,estimates,5yearly,15_19,64402.64
1517,1980,estimates,5yearly,20_24,176604.193
1517,1980,estimates,5yearly,25_29,146928.927
1517,1980,estimates,5yearly,30_34,75446.642
1517,1980,estimates,5yearly,35_39,36263.863
1517,1980,estimates,5yearly,40_44,14766.205
1517,1980,estimates,5yearly,45_49,3702.711
1517,1985,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1985,estimates,5yearly,15_19,68133.477
1517,1985,estimates,5yearly,20_24,202869.713
1517,1985,estimates,5yearly,25_29,152769.153
1517,1985,estimates,5yearly,30_34,82270.867
1517,1985,estimates,5yearly,35_39,38427.134
1517,1985,estimates,5yearly,40_44,13810.988
1517,1985,estimates,5yearly,45_49,3468.813
1517,1990,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1990,estimates,5yearly,15_19,65609.819
1517,1990,estimates,5yearly,20_24,183210.772
1517,1990,estimates,5yearly,25_29,148938.409
1517,1990,estimates,5yearly,30_34,77236.384
1517,1990,estimates,5yearly,35_39,36366.909
1517,1990,estimates,5yearly,40_44,13187.794
1517,1990,estimates,5yearly,45_49,2890.664
1517,1995,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,1995,estimates,5yearly,15_19,61076.885
1517,1995,estimates,5yearly,20_24,170632.723
1517,1995,estimates,5yearly,25_29,142719.695
1517,1995,estimates,5yearly,30_34,76589.094
1517,1995,estimates,5yearly,35_39,35517.987
1517,1995,estimates,5yearly,40_44,12706.183
1517,1995,estimates,5yearly,45_49,3034.826
1517,2000,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2000,estimates,5yearly,15_19,57619.188
1517,2000,estimates,5yearly,20_24,170844.067
1517,2000,estimates,5yearly,25_29,143678.665
1517,2000,estimates,5yearly,30_34,80414.659
1517,2000,estimates,5yearly,35_39,36377.138
1517,2000,estimates,5yearly,40_44,12155.315
1517,2000,estimates,5yearly,45_49,3005.671
1517,2005,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2005,estimates,5yearly,15_19,52481.132
1517,2005,estimates,5yearly,20_24,178508.716
1517,2005,estimates,5yearly,25_29,149011.716
1517,2005,estimates,5yearly,30_34,82431.523
1517,2005,estimates,5yearly,35_39,37693.28
1517,2005,estimates,5yearly,40_44,12596.253
1517,2005,estimates,5yearly,45_49,3015.41
1517,2010,estimates,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2010,estimates,5yearly,15_19,47605.067
1517,2010,estimates,5yearly,20_24,174542.72
1517,2010,estimates,5yearly,25_29,159448.89
1517,2010,estimates,5yearly,30_34,87274.884
1517,2010,estimates,5yearly,35_39,39739.4
1517,2010,estimates,5yearly,40_44,12959.305
1517,2010,estimates,5yearly,45_49,2984.892
1517,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,high_variant,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,low_variant,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,medium_variant,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,momentum,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,no_change,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,zero_migration,5yearly,"Region, subregion, country or area *",Middle-income countries
1517,2015,constant_fertility,5yearly,15_19,49193.517
1517,2015,constant_mortality,5yearly,15_19,43839.353
1517,2015,high_variant,5yearly,15_19,47978.652
1517,2015,instant_replacement,5yearly,15_19,37112.759
1517,2015,low_variant,5yearly,15_19,39569.442
1517,2015,medium_variant,5yearly,15_19,43858.95
1517,2015,momentum,5yearly,15_19,37592.713
1517,2015,no_change,5yearly,15_19,49171.637
1517,2015,zero_migration,5yearly,15_19,43938.297
1517,2015,constant_fertility,5yearly,20_24,169944.585
1517,2015,constant_mortality,5yearly,20_24,160584.032
1517,2015,high_variant,5yearly,20_24,177758.342
1517,2015,instant_replacement,5yearly,20_24,152735.838
1517,2015,low_variant,5yearly,20_24,143246.524
1517,2015,medium_variant,5yearly,20_24,160660.271
1517,2015,momentum,5yearly,20_24,154510.506
1517,2015,no_change,5yearly,20_24,169864.768
1517,2015,zero_migration,5yearly,20_24,161065.677
1517,2015,constant_fertility,5yearly,25_29,164704.119
1517,2015,constant_mortality,5yearly,25_29,159960.24
1517,2015,high_variant,5yearly,25_29,177807.176
1517,2015,instant_replacement,5yearly,25_29,156344.007
1517,2015,low_variant,5yearly,25_29,142305.502
1517,2015,medium_variant,5yearly,25_29,160044.016
1517,2015,momentum,5yearly,25_29,157956.613
1517,2015,no_change,5yearly,25_29,164617.044
1517,2015,zero_migration,5yearly,25_29,160437.77
1517,2015,constant_fertility,5yearly,30_34,96520.672
1517,2015,constant_mortality,5yearly,30_34,94614.476
1517,2015,high_variant,5yearly,30_34,104967.284
1517,2015,instant_replacement,5yearly,30_34,89462.313
1517,2015,low_variant,5yearly,30_34,84562.191
1517,2015,medium_variant,5yearly,30_34,94676.328
1517,2015,momentum,5yearly,30_34,90346.566
1517,2015,no_change,5yearly,30_34,96455.37
1517,2015,zero_migration,5yearly,30_34,94880.142
1517,2015,constant_fertility,5yearly,35_39,44029.217
1517,2015,constant_mortality,5yearly,35_39,42517.068
1517,2015,high_variant,5yearly,35_39,46974.572
1517,2015,instant_replacement,5yearly,35_39,38020.396
1517,2015,low_variant,5yearly,35_39,38294.608
1517,2015,medium_variant,5yearly,35_39,42555.411
1517,2015,momentum,5yearly,35_39,38401.279
1517,2015,no_change,5yearly,35_39,43988.271
1517,2015,zero_migration,5yearly,35_39,42626.221
1517,2015,constant_fertility,5yearly,40_44,14277.687
1517,2015,constant_mortality,5yearly,40_44,13650.585
1517,2015,high_variant,5yearly,40_44,15065.69
1517,2015,instant_replacement,5yearly,40_44,12170.209
1517,2015,low_variant,5yearly,40_44,12304.208
1517,2015,medium_variant,5yearly,40_44,13664.102
1517,2015,momentum,5yearly,40_44,12290.706
1517,2015,no_change,5yearly,40_44,14262.761
1517,2015,zero_migration,5yearly,40_44,13680.599
1517,2015,constant_fertility,5yearly,45_49,3382.333
1517,2015,constant_mortality,5yearly,45_49,2983.948
1517,2015,high_variant,5yearly,45_49,3259.749
1517,2015,instant_replacement,5yearly,45_49,2451.932
1517,2015,low_variant,5yearly,45_49,2711.324
1517,2015,medium_variant,5yearly,45_49,2987.449
1517,2015,momentum,5yearly,45_49,2482.802
1517,2015,no_change,5yearly,45_49,3378.346
1517,2015,zero_migration,5yearly,45_49,2991.24
