region,year,variant,freq,age5yearinterval,noofbirthbymother
947,1950,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1950,estimates,5yearly,15_19,7318.462
947,1950,estimates,5yearly,20_24,11893.469
947,1950,estimates,5yearly,25_29,10054.954
947,1950,estimates,5yearly,30_34,7573.162
947,1950,estimates,5yearly,35_39,4825.143
947,1950,estimates,5yearly,40_44,2453.208
947,1950,estimates,5yearly,45_49,981.77
947,1955,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1955,estimates,5yearly,15_19,8070.706
947,1955,estimates,5yearly,20_24,13099.598
947,1955,estimates,5yearly,25_29,11141.543
947,1955,estimates,5yearly,30_34,8409.56
947,1955,estimates,5yearly,35_39,5405.034
947,1955,estimates,5yearly,40_44,2738.552
947,1955,estimates,5yearly,45_49,1062.757
947,1960,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1960,estimates,5yearly,15_19,9008.598
947,1960,estimates,5yearly,20_24,14623.643
947,1960,estimates,5yearly,25_29,12423.038
947,1960,estimates,5yearly,30_34,9448.436
947,1960,estimates,5yearly,35_39,6112.55
947,1960,estimates,5yearly,40_44,3100.22
947,1960,estimates,5yearly,45_49,1165.906
947,1965,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1965,estimates,5yearly,15_19,10127.214
947,1965,estimates,5yearly,20_24,16421.065
947,1965,estimates,5yearly,25_29,13894.128
947,1965,estimates,5yearly,30_34,10524.009
947,1965,estimates,5yearly,35_39,6893.833
947,1965,estimates,5yearly,40_44,3511.692
947,1965,estimates,5yearly,45_49,1285.957
947,1970,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1970,estimates,5yearly,15_19,11793.555
947,1970,estimates,5yearly,20_24,18906.277
947,1970,estimates,5yearly,25_29,15826.64
947,1970,estimates,5yearly,30_34,11875.869
947,1970,estimates,5yearly,35_39,7795.32
947,1970,estimates,5yearly,40_44,3969.401
947,1970,estimates,5yearly,45_49,1419.447
947,1975,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1975,estimates,5yearly,15_19,13597.328
947,1975,estimates,5yearly,20_24,21691.721
947,1975,estimates,5yearly,25_29,18190.899
947,1975,estimates,5yearly,30_34,13462.064
947,1975,estimates,5yearly,35_39,8803.713
947,1975,estimates,5yearly,40_44,4404.817
947,1975,estimates,5yearly,45_49,1575.751
947,1980,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1980,estimates,5yearly,15_19,15357.089
947,1980,estimates,5yearly,20_24,24509.392
947,1980,estimates,5yearly,25_29,20800.866
947,1980,estimates,5yearly,30_34,15437.35
947,1980,estimates,5yearly,35_39,9994.239
947,1980,estimates,5yearly,40_44,4853.756
947,1980,estimates,5yearly,45_49,1678.46
947,1985,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1985,estimates,5yearly,15_19,17264.099
947,1985,estimates,5yearly,20_24,27348.921
947,1985,estimates,5yearly,25_29,23300.877
947,1985,estimates,5yearly,30_34,17424.716
947,1985,estimates,5yearly,35_39,11142.345
947,1985,estimates,5yearly,40_44,5333.046
947,1985,estimates,5yearly,45_49,1722.769
947,1990,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1990,estimates,5yearly,15_19,19319.208
947,1990,estimates,5yearly,20_24,30526.042
947,1990,estimates,5yearly,25_29,25943.974
947,1990,estimates,5yearly,30_34,19255.651
947,1990,estimates,5yearly,35_39,12174.571
947,1990,estimates,5yearly,40_44,5683.344
947,1990,estimates,5yearly,45_49,1720.461
947,1995,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1995,estimates,5yearly,15_19,21668.268
947,1995,estimates,5yearly,20_24,34694.983
947,1995,estimates,5yearly,25_29,29516.595
947,1995,estimates,5yearly,30_34,21392.127
947,1995,estimates,5yearly,35_39,13138.235
947,1995,estimates,5yearly,40_44,5948.55
947,1995,estimates,5yearly,45_49,1748.082
947,2000,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,2000,estimates,5yearly,15_19,23539.267
947,2000,estimates,5yearly,20_24,38948.219
947,2000,estimates,5yearly,25_29,33500.713
947,2000,estimates,5yearly,30_34,23989.018
947,2000,estimates,5yearly,35_39,14239.749
