region,year,variant,freq,age5yearinterval,noofbirthbymother
928,1950,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1950,estimates,5yearly,15_19,53.729
928,1950,estimates,5yearly,20_24,134.571
928,1950,estimates,5yearly,25_29,119.661
928,1950,estimates,5yearly,30_34,89.511
928,1950,estimates,5yearly,35_39,58.545
928,1950,estimates,5yearly,40_44,26.611
928,1950,estimates,5yearly,45_49,9.79
928,1955,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1955,estimates,5yearly,15_19,58.3
928,1955,estimates,5yearly,20_24,149.966
928,1955,estimates,5yearly,25_29,134.16
928,1955,estimates,5yearly,30_34,98.027
928,1955,estimates,5yearly,35_39,64.398
928,1955,estimates,5yearly,40_44,29.317
928,1955,estimates,5yearly,45_49,10.7
928,1960,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1960,estimates,5yearly,15_19,64.432
928,1960,estimates,5yearly,20_24,165.646
928,1960,estimates,5yearly,25_29,145.457
928,1960,estimates,5yearly,30_34,105.924
928,1960,estimates,5yearly,35_39,69.273
928,1960,estimates,5yearly,40_44,31.89
928,1960,estimates,5yearly,45_49,11.975
928,1965,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1965,estimates,5yearly,15_19,72.465
928,1965,estimates,5yearly,20_24,178.508
928,1965,estimates,5yearly,25_29,156.107
928,1965,estimates,5yearly,30_34,115.471
928,1965,estimates,5yearly,35_39,74.905
928,1965,estimates,5yearly,40_44,35.679
928,1965,estimates,5yearly,45_49,14.093
928,1970,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1970,estimates,5yearly,15_19,88.9
928,1970,estimates,5yearly,20_24,209.447
928,1970,estimates,5yearly,25_29,175.045
928,1970,estimates,5yearly,30_34,124.396
928,1970,estimates,5yearly,35_39,76.384
928,1970,estimates,5yearly,40_44,37.641
928,1970,estimates,5yearly,45_49,16.111
928,1975,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1975,estimates,5yearly,15_19,97.757
928,1975,estimates,5yearly,20_24,242.996
928,1975,estimates,5yearly,25_29,203.262
928,1975,estimates,5yearly,30_34,135.354
928,1975,estimates,5yearly,35_39,81.491
928,1975,estimates,5yearly,40_44,37.731
928,1975,estimates,5yearly,45_49,16.267
928,1980,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1980,estimates,5yearly,15_19,103.719
928,1980,estimates,5yearly,20_24,264.796
928,1980,estimates,5yearly,25_29,225.715
928,1980,estimates,5yearly,30_34,151.025
928,1980,estimates,5yearly,35_39,86.806
928,1980,estimates,5yearly,40_44,38.199
928,1980,estimates,5yearly,45_49,16.188
928,1985,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1985,estimates,5yearly,15_19,111.896
928,1985,estimates,5yearly,20_24,269.425
928,1985,estimates,5yearly,25_29,236.607
928,1985,estimates,5yearly,30_34,164.796
928,1985,estimates,5yearly,35_39,94.758
928,1985,estimates,5yearly,40_44,38.699
928,1985,estimates,5yearly,45_49,15.903
928,1990,estimates,5yearly,"Region, subregion, country or area *",Melanesia
928,1990,estimates,5yearly,15_19,116.843
928,1990,estimates,5yearly,20_24,299.088
928,1990,estimates,5yearly,25_29,254.952
928,1990,estimates,5yearly,30_34,179.5
928,1990,estimates,5yearly,35_39,104.908
928,1990,estimates,5yearly,40_44,41.496
