region,year,variant,freq,age5yearinterval,noofbirthbymother
924,1950,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1950,estimates,5yearly,15_19,705.255
924,1950,estimates,5yearly,20_24,1942.06
924,1950,estimates,5yearly,25_29,1938.625
924,1950,estimates,5yearly,30_34,1017.986
924,1950,estimates,5yearly,35_39,634.437
924,1950,estimates,5yearly,40_44,225.804
924,1950,estimates,5yearly,45_49,14.053
924,1955,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1955,estimates,5yearly,15_19,830.063
924,1955,estimates,5yearly,20_24,2100.72
924,1955,estimates,5yearly,25_29,1950.378
924,1955,estimates,5yearly,30_34,1059.695
924,1955,estimates,5yearly,35_39,642.635
924,1955,estimates,5yearly,40_44,211.487
924,1955,estimates,5yearly,45_49,14.485
924,1960,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1960,estimates,5yearly,15_19,1049.316
924,1960,estimates,5yearly,20_24,2439.151
924,1960,estimates,5yearly,25_29,2083.845
924,1960,estimates,5yearly,30_34,1031.979
924,1960,estimates,5yearly,35_39,660.752
924,1960,estimates,5yearly,40_44,216.221
924,1960,estimates,5yearly,45_49,12.341
924,1965,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1965,estimates,5yearly,15_19,861.26
924,1965,estimates,5yearly,20_24,2507.118
924,1965,estimates,5yearly,25_29,2141.599
924,1965,estimates,5yearly,30_34,1010.111
924,1965,estimates,5yearly,35_39,511.341
924,1965,estimates,5yearly,40_44,160.293
924,1965,estimates,5yearly,45_49,10.564
924,1970,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1970,estimates,5yearly,15_19,588.623
924,1970,estimates,5yearly,20_24,2124.29
924,1970,estimates,5yearly,25_29,2114.809
924,1970,estimates,5yearly,30_34,952.506
924,1970,estimates,5yearly,35_39,377.382
924,1970,estimates,5yearly,40_44,99.116
924,1970,estimates,5yearly,45_49,7.168
924,1975,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1975,estimates,5yearly,15_19,479.002
924,1975,estimates,5yearly,20_24,1781.809
924,1975,estimates,5yearly,25_29,2005.722
924,1975,estimates,5yearly,30_34,1020.9
924,1975,estimates,5yearly,35_39,325.699
924,1975,estimates,5yearly,40_44,71.158
924,1975,estimates,5yearly,45_49,5.34
924,1980,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1980,estimates,5yearly,15_19,435.036
924,1980,estimates,5yearly,20_24,1779.093
924,1980,estimates,5yearly,25_29,2009.754
924,1980,estimates,5yearly,30_34,1173.375
924,1980,estimates,5yearly,35_39,402.137
924,1980,estimates,5yearly,40_44,73.664
924,1980,estimates,5yearly,45_49,4.373
924,1985,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1985,estimates,5yearly,15_19,442.595
924,1985,estimates,5yearly,20_24,1730.131
924,1985,estimates,5yearly,25_29,2201.587
924,1985,estimates,5yearly,30_34,1317.547
924,1985,estimates,5yearly,35_39,476.471
924,1985,estimates,5yearly,40_44,85.326
924,1985,estimates,5yearly,45_49,4.24
924,1990,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1990,estimates,5yearly,15_19,390.518
924,1990,estimates,5yearly,20_24,1418.973
924,1990,estimates,5yearly,25_29,2144.957
924,1990,estimates,5yearly,30_34,1524.298
924,1990,estimates,5yearly,35_39,545.036
924,1990,estimates,5yearly,40_44,96.492
924,1990,estimates,5yearly,45_49,4.412
924,1995,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,1995,estimates,5yearly,15_19,347.822
924,1995,estimates,5yearly,20_24,1083.482
924,1995,estimates,5yearly,25_29,1809.79
924,1995,estimates,5yearly,30_34,1652.838
924,1995,estimates,5yearly,35_39,681.11
924,1995,estimates,5yearly,40_44,114.422
924,1995,estimates,5yearly,45_49,5.177
924,2000,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,2000,estimates,5yearly,15_19,318.234
924,2000,estimates,5yearly,20_24,953.783
924,2000,estimates,5yearly,25_29,1541.687
924,2000,estimates,5yearly,30_34,1663.612
924,2000,estimates,5yearly,35_39,817.721
924,2000,estimates,5yearly,40_44,150.631
924,2000,estimates,5yearly,45_49,5.98
924,2005,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,2005,estimates,5yearly,15_19,311.337
924,2005,estimates,5yearly,20_24,1057.58
924,2005,estimates,5yearly,25_29,1671.817
924,2005,estimates,5yearly,30_34,1843.476
924,2005,estimates,5yearly,35_39,1001.009
924,2005,estimates,5yearly,40_44,205.065
924,2005,estimates,5yearly,45_49,10.278
924,2010,estimates,5yearly,"Region, subregion, country or area *",Northern Europe
924,2010,estimates,5yearly,15_19,213.258
924,2010,estimates,5yearly,20_24,965.543
924,2010,estimates,5yearly,25_29,1775.907
924,2010,estimates,5yearly,30_34,1917.082
924,2010,estimates,5yearly,35_39,1065.255
924,2010,estimates,5yearly,40_44,235.656
924,2010,estimates,5yearly,45_49,14.724
924,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,high_variant,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,low_variant,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,medium_variant,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,momentum,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,no_change,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,zero_migration,5yearly,"Region, subregion, country or area *",Northern Europe
924,2015,constant_fertility,5yearly,15_19,201.694
924,2015,constant_mortality,5yearly,15_19,148.823
924,2015,high_variant,5yearly,15_19,168.901
924,2015,instant_replacement,5yearly,15_19,166.128
924,2015,low_variant,5yearly,15_19,128.762
924,2015,medium_variant,5yearly,15_19,148.83
924,2015,momentum,5yearly,15_19,164.413
924,2015,no_change,5yearly,15_19,201.684
924,2015,zero_migration,5yearly,15_19,147.141
924,2015,constant_fertility,5yearly,20_24,915.147
924,2015,constant_mortality,5yearly,20_24,812.82
924,2015,high_variant,5yearly,20_24,922.498
924,2015,instant_replacement,5yearly,20_24,907.256
924,2015,low_variant,5yearly,20_24,703.275
924,2015,medium_variant,5yearly,20_24,812.886
924,2015,momentum,5yearly,20_24,890.058
924,2015,no_change,5yearly,20_24,915.072
924,2015,zero_migration,5yearly,20_24,796.574
924,2015,constant_fertility,5yearly,25_29,1790.901
924,2015,constant_mortality,5yearly,25_29,1812.66
924,2015,high_variant,5yearly,25_29,2057.949
924,2015,instant_replacement,5yearly,25_29,2029.784
924,2015,low_variant,5yearly,25_29,1567.557
924,2015,medium_variant,5yearly,25_29,1812.76
924,2015,momentum,5yearly,25_29,1996.031
924,2015,no_change,5yearly,25_29,1790.804
924,2015,zero_migration,5yearly,25_29,1780.503
924,2015,constant_fertility,5yearly,30_34,1989.186
924,2015,constant_mortality,5yearly,30_34,2095.955
924,2015,high_variant,5yearly,30_34,2378.722
924,2015,instant_replacement,5yearly,30_34,2339.923
924,2015,low_variant,5yearly,30_34,1813.396
924,2015,medium_variant,5yearly,30_34,2096.058
924,2015,momentum,5yearly,30_34,2311.138
924,2015,no_change,5yearly,30_34,1989.085
924,2015,zero_migration,5yearly,30_34,2068.071
924,2015,constant_fertility,5yearly,35_39,1079.447
924,2015,constant_mortality,5yearly,35_39,1126.221
924,2015,high_variant,5yearly,35_39,1277.838
924,2015,instant_replacement,5yearly,35_39,1254.227
924,2015,low_variant,5yearly,35_39,974.8
924,2015,medium_variant,5yearly,35_39,1126.313
924,2015,momentum,5yearly,35_39,1243.881
924,2015,no_change,5yearly,35_39,1079.357
924,2015,zero_migration,5yearly,35_39,1115.923
924,2015,constant_fertility,5yearly,40_44,227.144
924,2015,constant_mortality,5yearly,40_44,232.228
924,2015,high_variant,5yearly,40_44,263.506
924,2015,instant_replacement,5yearly,40_44,258.677
924,2015,low_variant,5yearly,40_44,201.015
924,2015,medium_variant,5yearly,40_44,232.259
924,2015,momentum,5yearly,40_44,257.316
924,2015,no_change,5yearly,40_44,227.114
924,2015,zero_migration,5yearly,40_44,230.829
924,2015,constant_fertility,5yearly,45_49,14.347
924,2015,constant_mortality,5yearly,45_49,14.882
924,2015,high_variant,5yearly,45_49,16.884
924,2015,instant_replacement,5yearly,45_49,16.54
924,2015,low_variant,5yearly,45_49,12.891
924,2015,medium_variant,5yearly,45_49,14.886
924,2015,momentum,5yearly,45_49,16.482
924,2015,no_change,5yearly,45_49,14.345
