region,year,variant,freq,age5yearinterval,noofbirthbymother
910,1950,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1950,estimates,5yearly,15_19,2461.711
910,1950,estimates,5yearly,20_24,4676.638
910,1950,estimates,5yearly,25_29,3965.766
910,1950,estimates,5yearly,30_34,3024.489
910,1950,estimates,5yearly,35_39,2024.596
910,1950,estimates,5yearly,40_44,1012.244
910,1950,estimates,5yearly,45_49,383.559
910,1955,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1955,estimates,5yearly,15_19,2734.731
910,1955,estimates,5yearly,20_24,5172.286
910,1955,estimates,5yearly,25_29,4465.091
910,1955,estimates,5yearly,30_34,3408.562
910,1955,estimates,5yearly,35_39,2257.521
910,1955,estimates,5yearly,40_44,1112.052
910,1955,estimates,5yearly,45_49,417.02
910,1960,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1960,estimates,5yearly,15_19,3152.361
910,1960,estimates,5yearly,20_24,5777.791
910,1960,estimates,5yearly,25_29,4989.839
910,1960,estimates,5yearly,30_34,3886.831
910,1960,estimates,5yearly,35_39,2577.798
910,1960,estimates,5yearly,40_44,1257.759
910,1960,estimates,5yearly,45_49,464.378
910,1965,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1965,estimates,5yearly,15_19,3687.734
910,1965,estimates,5yearly,20_24,6618.958
910,1965,estimates,5yearly,25_29,5546.748
910,1965,estimates,5yearly,30_34,4313.537
910,1965,estimates,5yearly,35_39,2924.379
910,1965,estimates,5yearly,40_44,1429.12
910,1965,estimates,5yearly,45_49,523.416
910,1970,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1970,estimates,5yearly,15_19,4389.973
910,1970,estimates,5yearly,20_24,7764.66
910,1970,estimates,5yearly,25_29,6399.912
910,1970,estimates,5yearly,30_34,4831.669
910,1970,estimates,5yearly,35_39,3273.996
910,1970,estimates,5yearly,40_44,1608.594
910,1970,estimates,5yearly,45_49,581.956
910,1975,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1975,estimates,5yearly,15_19,5088.594
910,1975,estimates,5yearly,20_24,8989.037
910,1975,estimates,5yearly,25_29,7476.477
910,1975,estimates,5yearly,30_34,5540.821
910,1975,estimates,5yearly,35_39,3645.83
910,1975,estimates,5yearly,40_44,1766.981
910,1975,estimates,5yearly,45_49,651.093
910,1980,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1980,estimates,5yearly,15_19,5781.568
910,1980,estimates,5yearly,20_24,10261.736
910,1980,estimates,5yearly,25_29,8612.257
910,1980,estimates,5yearly,30_34,6463.507
910,1980,estimates,5yearly,35_39,4199.22
910,1980,estimates,5yearly,40_44,1962.309
910,1980,estimates,5yearly,45_49,706.936
910,1985,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1985,estimates,5yearly,15_19,6638.398
910,1985,estimates,5yearly,20_24,11598.128
910,1985,estimates,5yearly,25_29,9737.485
910,1985,estimates,5yearly,30_34,7334.366
910,1985,estimates,5yearly,35_39,4725.704
910,1985,estimates,5yearly,40_44,2214.164
910,1985,estimates,5yearly,45_49,736.094
910,1990,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1990,estimates,5yearly,15_19,7544.982
910,1990,estimates,5yearly,20_24,13019.735
910,1990,estimates,5yearly,25_29,10791.758
910,1990,estimates,5yearly,30_34,7919.965
910,1990,estimates,5yearly,35_39,5087.916
910,1990,estimates,5yearly,40_44,2331.35
910,1990,estimates,5yearly,45_49,756.372
910,1995,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,1995,estimates,5yearly,15_19,8704.321
910,1995,estimates,5yearly,20_24,14992.011
910,1995,estimates,5yearly,25_29,12240.518
910,1995,estimates,5yearly,30_34,8649.259
910,1995,estimates,5yearly,35_39,5370.867
910,1995,estimates,5yearly,40_44,2383.991
910,1995,estimates,5yearly,45_49,752.138
910,2000,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2000,estimates,5yearly,15_19,9507.503
910,2000,estimates,5yearly,20_24,16897.018
910,2000,estimates,5yearly,25_29,13699.775
910,2000,estimates,5yearly,30_34,9487.436
910,2000,estimates,5yearly,35_39,5665.822
910,2000,estimates,5yearly,40_44,2476.299
910,2000,estimates,5yearly,45_49,760.792
910,2005,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2005,estimates,5yearly,15_19,9887.571
910,2005,estimates,5yearly,20_24,18686.716
910,2005,estimates,5yearly,25_29,15764.424
910,2005,estimates,5yearly,30_34,10488.986
910,2005,estimates,5yearly,35_39,5949.863
910,2005,estimates,5yearly,40_44,2423.597
910,2005,estimates,5yearly,45_49,763.692
910,2010,estimates,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2010,estimates,5yearly,15_19,10226.567
910,2010,estimates,5yearly,20_24,20121.109
910,2010,estimates,5yearly,25_29,17675.138
910,2010,estimates,5yearly,30_34,11613.043
910,2010,estimates,5yearly,35_39,6311.72
910,2010,estimates,5yearly,40_44,2400.381
910,2010,estimates,5yearly,45_49,727.136
910,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,high_variant,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,low_variant,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,medium_variant,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,momentum,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,no_change,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,zero_migration,5yearly,"Region, subregion, country or area *",Eastern Africa
910,2015,constant_fertility,5yearly,15_19,11831.525
910,2015,constant_mortality,5yearly,15_19,10498.926
910,2015,high_variant,5yearly,15_19,11091.082
910,2015,instant_replacement,5yearly,15_19,5294.371
910,2015,low_variant,5yearly,15_19,9925.168
910,2015,medium_variant,5yearly,15_19,10508.099
910,2015,momentum,5yearly,15_19,5428.561
910,2015,no_change,5yearly,15_19,11821.145
910,2015,zero_migration,5yearly,15_19,10517.989
910,2015,constant_fertility,5yearly,20_24,23406.248
910,2015,constant_mortality,5yearly,20_24,21757.307
910,2015,high_variant,5yearly,20_24,22988.764
910,2015,instant_replacement,5yearly,20_24,10999.544
910,2015,low_variant,5yearly,20_24,20569.95
