country,variant,freq,year,netnumberofmigrants
562,estimates,5yearly,1950,5.001
562,estimates,5yearly,1955,-25.124
562,estimates,5yearly,1960,-11.545
562,estimates,5yearly,1965,-11.545
562,estimates,5yearly,1970,-13.763
562,estimates,5yearly,1975,-18.138
562,estimates,5yearly,1980,-92.946
562,estimates,5yearly,1985,-91.917
562,estimates,5yearly,1990,-2.679
562,estimates,5yearly,1995,24.056
562,estimates,5yearly,2000,-28.497
562,estimates,5yearly,2005,-28.497
562,estimates,5yearly,2010,-28.497
562,medium_variant,5yearly,2015,-28.497
562,medium_variant,5yearly,2020,-28.497
562,medium_variant,5yearly,2025,-28.497
562,medium_variant,5yearly,2030,-28.497
562,medium_variant,5yearly,2035,-28.497
562,medium_variant,5yearly,2040,-28.497
562,medium_variant,5yearly,2045,-28.497
562,medium_variant,5yearly,2050,-27.07
562,medium_variant,5yearly,2055,-25.65
562,medium_variant,5yearly,2060,-24.224
562,medium_variant,5yearly,2065,-22.799
562,medium_variant,5yearly,2070,-21.374
562,medium_variant,5yearly,2075,-19.946
562,medium_variant,5yearly,2080,-18.525
562,medium_variant,5yearly,2085,-17.097
562,medium_variant,5yearly,2090,-15.674
562,medium_variant,5yearly,2095,-14.248
