country,variant,freq,year,netnumberofmigrants
320,estimates,5yearly,1950,-2.865
320,estimates,5yearly,1955,-4.247
320,estimates,5yearly,1960,-10.311
320,estimates,5yearly,1965,-41.269
320,estimates,5yearly,1970,-137.529
320,estimates,5yearly,1975,-258.519
320,estimates,5yearly,1980,-283.074
320,estimates,5yearly,1985,-299.909
320,estimates,5yearly,1990,-367.469
320,estimates,5yearly,1995,-402.326
320,estimates,5yearly,2000,-281.05
320,estimates,5yearly,2005,-114.231
320,estimates,5yearly,2010,-50.131
320,medium_variant,5yearly,2015,-46.073
320,medium_variant,5yearly,2020,-43.842
320,medium_variant,5yearly,2025,-41.71
320,medium_variant,5yearly,2030,-39.651
320,medium_variant,5yearly,2035,-37.714
320,medium_variant,5yearly,2040,-35.871
320,medium_variant,5yearly,2045,-34.102
320,medium_variant,5yearly,2050,-32.403
320,medium_variant,5yearly,2055,-30.692
320,medium_variant,5yearly,2060,-28.991
320,medium_variant,5yearly,2065,-27.281
320,medium_variant,5yearly,2070,-25.579
320,medium_variant,5yearly,2075,-23.872
320,medium_variant,5yearly,2080,-22.171
320,medium_variant,5yearly,2085,-20.463
320,medium_variant,5yearly,2090,-18.757
320,medium_variant,5yearly,2095,-17.054
320,estimates,5yearly,Regi,Guatemala
320,medium_variant,5yearly,Regi,Guatemala
