country,variant,freq,year,netnumberofmigrants
702,Estimates,5yearly,1950,65.545
702,Estimates,5yearly,1955,67.991
702,Estimates,5yearly,1960,0.428
702,Estimates,5yearly,1965,-0.363
702,Estimates,5yearly,1970,5.889
702,Estimates,5yearly,1975,14.266
702,Estimates,5yearly,1980,137.811
702,Estimates,5yearly,1985,119.801
702,Estimates,5yearly,1990,248.927
702,Estimates,5yearly,1995,255.243
702,Estimates,5yearly,2000,435.595
702,Estimates,5yearly,2005,449.245
702,Estimates,5yearly,2010,397.936
702,Medium_variant,5yearly,2015,298.448
702,Medium_variant,5yearly,2020,149.222
702,Medium_variant,5yearly,2025,149.222
702,Medium_variant,5yearly,2030,149.222
702,Medium_variant,5yearly,2035,149.222
702,Medium_variant,5yearly,2040,149.222
702,Medium_variant,5yearly,2045,149.222
702,Medium_variant,5yearly,2050,141.764
702,Medium_variant,5yearly,2055,134.298
702,Medium_variant,5yearly,2060,126.836
702,Medium_variant,5yearly,2065,119.382
702,Medium_variant,5yearly,2070,111.918
702,Medium_variant,5yearly,2075,104.46
702,Medium_variant,5yearly,2080,96.998
702,Medium_variant,5yearly,2085,89.538
702,Medium_variant,5yearly,2090,82.076
702,Medium_variant,5yearly,2095,74.612
