country,variant,freq,year,netnumberofmigrants
28,estimates,5yearly,1950,0.187
28,estimates,5yearly,1955,-4.463
28,estimates,5yearly,1960,-1.703
28,estimates,5yearly,1965,-1.625
28,estimates,5yearly,1970,-2.874
28,estimates,5yearly,1975,-3.492
28,estimates,5yearly,1980,-8.84
28,estimates,5yearly,1985,-7.629
28,estimates,5yearly,1990,2.617
28,estimates,5yearly,1995,4.421
28,estimates,5yearly,2000,-0.282
28,estimates,5yearly,2005,-0.092
28,estimates,5yearly,2010,-0.056
28,medium_variant,5yearly,2015,-0.056
28,medium_variant,5yearly,2020,-0.056
28,medium_variant,5yearly,2025,-0.056
28,medium_variant,5yearly,2030,-0.056
28,medium_variant,5yearly,2035,-0.056
28,medium_variant,5yearly,2040,-0.056
28,medium_variant,5yearly,2045,-0.056
28,medium_variant,5yearly,2050,-0.053
28,medium_variant,5yearly,2055,-0.05
28,medium_variant,5yearly,2060,-0.05
28,medium_variant,5yearly,2065,-0.044
28,medium_variant,5yearly,2070,-0.04
28,medium_variant,5yearly,2075,-0.038
28,medium_variant,5yearly,2080,-0.036
28,medium_variant,5yearly,2085,-0.032
28,medium_variant,5yearly,2090,-0.029
28,medium_variant,5yearly,2095,-0.028
28,estimates,5yearly,Regi,Antigua and Barbuda
28,medium_variant,5yearly,Regi,Antigua and Barbuda
