country,variant,freq,year,netnumberofmigrants
470,estimates,5yearly,1950,-29.215
470,estimates,5yearly,1955,-27.724
470,estimates,5yearly,1960,-26.384
470,estimates,5yearly,1965,-12.601
470,estimates,5yearly,1970,-9.682
470,estimates,5yearly,1975,-4.843
470,estimates,5yearly,1980,2.88
470,estimates,5yearly,1985,1.159
470,estimates,5yearly,1990,2.893
470,estimates,5yearly,1995,4.316
470,estimates,5yearly,2000,5.76
470,estimates,5yearly,2005,13.525
470,estimates,5yearly,2010,6.252
470,mediumvariant,5yearly,2015,4.823
470,mediumvariant,5yearly,2020,3.999
470,mediumvariant,5yearly,2025,2.999
470,mediumvariant,5yearly,2030,2.001
470,mediumvariant,5yearly,2035,2.001
470,mediumvariant,5yearly,2040,2.001
470,mediumvariant,5yearly,2045,2.001
470,mediumvariant,5yearly,2050,1.9
470,mediumvariant,5yearly,2055,1.799
470,mediumvariant,5yearly,2060,1.699
470,mediumvariant,5yearly,2065,1.599
470,mediumvariant,5yearly,2070,1.499
470,mediumvariant,5yearly,2075,1.403
470,mediumvariant,5yearly,2080,1.298
470,mediumvariant,5yearly,2085,1.198
470,mediumvariant,5yearly,2090,1.099
470,mediumvariant,5yearly,2095,1
