country,variant,freq,year,netnumberofmigrants
8,estimates,5yearly,1950,-0.099
8,estimates,5yearly,1955,-0.099
8,estimates,5yearly,1960,-0.099
8,estimates,5yearly,1965,-0.099
8,estimates,5yearly,1970,-0.099
8,estimates,5yearly,1975,-0.099
8,estimates,5yearly,1980,-0.099
8,estimates,5yearly,1985,-0.099
8,estimates,5yearly,1990,-443.212
8,estimates,5yearly,1995,-179.606
8,estimates,5yearly,2000,-176.774
8,estimates,5yearly,2005,-217.358
8,estimates,5yearly,2010,-93.425
8,medium_variant,5yearly,2015,-40.0
8,medium_variant,5yearly,2020,-40.0
8,medium_variant,5yearly,2025,-40.0
8,medium_variant,5yearly,2030,-40.0
8,medium_variant,5yearly,2035,-40.0
8,medium_variant,5yearly,2040,-40.0
8,medium_variant,5yearly,2045,-40.0
8,medium_variant,5yearly,2050,-38.001
8,medium_variant,5yearly,2055,-36.003
8,medium_variant,5yearly,2060,-34.002
8,medium_variant,5yearly,2065,-31.999
8,medium_variant,5yearly,2070,-30.002
8,medium_variant,5yearly,2075,-28.001
8,medium_variant,5yearly,2080,-26.002
8,medium_variant,5yearly,2085,-23.998
8,medium_variant,5yearly,2090,-22.002
8,medium_variant,5yearly,2095,-20.004
8,estimates,5yearly,Regi,Albania
8,medium_variant,5yearly,Regi,Albania
