country,variant,freq,year,netnumberofmigrants
478,estimates,5yearly,1950,-1.3
478,estimates,5yearly,1955,-1.6
478,estimates,5yearly,1960,-1.82
478,estimates,5yearly,1965,-2.76
478,estimates,5yearly,1970,-5.95
478,estimates,5yearly,1975,-9.7
478,estimates,5yearly,1980,-16.1
478,estimates,5yearly,1985,-30.3
478,estimates,5yearly,1990,-29.997
478,estimates,5yearly,1995,13.0
478,estimates,5yearly,2000,7.004
478,estimates,5yearly,2005,10.005
478,estimates,5yearly,2010,40.0
478,medium_variant,5yearly,2015,25.502
478,medium_variant,5yearly,2020,20.397
478,medium_variant,5yearly,2025,15.305
478,medium_variant,5yearly,2030,15.305
478,medium_variant,5yearly,2035,15.305
478,medium_variant,5yearly,2040,15.305
478,medium_variant,5yearly,2045,15.305
478,medium_variant,5yearly,2050,14.536
478,medium_variant,5yearly,2055,13.772
478,medium_variant,5yearly,2060,13.0
478,medium_variant,5yearly,2065,12.243
478,medium_variant,5yearly,2070,11.474
478,medium_variant,5yearly,2075,10.709
478,medium_variant,5yearly,2080,9.941
478,medium_variant,5yearly,2085,9.183
478,medium_variant,5yearly,2090,8.416
478,medium_variant,5yearly,2095,7.646
478,estimates,5yearly,Regi,Mauritania
478,medium_variant,5yearly,Regi,Mauritania
